card_id,name_ko,name_en,pool,scope,rarity,cost,type,status,modeled_clauses,total_clauses,unsupported_keywords,score_low,score_baseline,score_high,benchmark_v2,benchmark_v3,residual_low,residual_baseline,residual_high,rules,unmodeled_clauses,description_en
GLITTERSTREAM,빛의 흐름,Glitterstream,regent,character,Common,E2,Skill,full_fixed,2,2,,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,atomic_fixed|delay_next_turn,,"Gain 11 Block. Next turn, gain 5 Block."
GLOW,광채,Glow,regent,character,Common,E1,Skill,full_fixed,3,3,,3.75,3.75,3.75,5.3,5.3,-1.55,-1.55,-1.55,atomic_fixed|delay_next_turn,,"Gain 1 Stars. Draw 1 card. Next turn, draw 1 card."
GOLD_AXE,황금 도끼,Gold Axe,colorless,colorless,Rare,E1,Attack,full_scenario,1,1,,1.5,5.0,10.0,9.0,9.0,-7.5,-4.0,1.0,equal_to_quantity,,Deal damage equal to the number of cards played this combat.
GO_FOR_THE_EYES,눈 할퀴기,Go for the Eyes,defect,character,Common,E0,Attack,full_scenario,2,2,,1.5,2.97,3.6,2.7,2.7,-1.2,0.27,0.9,atomic_fixed|condition_probability,,"Deal 3 damage. If the enemy intends to attack, apply 1 Weak."
GRAND_FINALE,대단원의 막,Grand Finale,silent,character,Rare,E0,Attack,partial,1,2,,39.0,39.0,39.0,6.5,6.5,,,,atomic_fixed,Can only be played if there are no cards in your Draw Pile.,Can only be played if there are no cards in your Draw Pile. Deal 60 damage to ALL enemies.
GRAVEBLAST,무덤 폭발,Graveblast,necrobinder,character,Common,E1,Attack,full_fixed,2,2,,3.5,3.5,3.5,5.3,5.3,-1.8,-1.8,-1.8,atomic_fixed|atomic_retrieve_hand,,Deal 4 damage. Put a card from your Discard Pile into your Hand.
GRAVE_WARDEN,무덤지기,Grave Warden,necrobinder,character,Common,E1,Skill,full_fixed,2,2,,5.8,5.8,5.8,5.3,5.3,0.5,0.5,0.5,simple_fixed_v3,,Gain 8 Block. Add a Soul into your Draw Pile.
GREED,탐욕,Greed,curse,curse,Curse,E-1,Curse,partial,0,0,UNPLAYABLE,0.0,0.0,0.0,,,,,,,,
GUARDS,막아라!!!,GUARDS!!!,regent,character,Rare,E2,Skill,partial,0,1,,-1.0,-1.0,-1.0,17.0,17.0,,,,,Transform any number of cards in your Hand into Minion Sacrifice.,Transform any number of cards in your Hand into Minion Sacrifice.
GUIDING_STAR,길잡이별,Guiding Star,regent,character,Common,E1+S2,Attack,full_fixed,2,2,,9.4,9.4,9.4,,,,,,simple_fixed_v3,,Deal 12 damage. Draw 2 cards.
GUILTY,죄책감,Guilty,curse,curse,Curse,E-1,Curse,partial,0,1,UNPLAYABLE,0.0,0.0,0.0,,,,,,,Removed from your Deck after 5 combats.,Removed from your Deck after 5 combats.
GUNK_UP,틀어막기,Gunk Up,defect,character,Common,E1,Attack,full_scenario,2,2,,5.3,5.8,6.8,5.3,5.3,0.0,0.5,1.5,multi_hit_strength_synergy|simple_fixed_v3,,Deal 4 damage 3 times. Add a Slimed into your Discard Pile.
HAILSTORM,우박 폭풍,Hailstorm,defect,character,Uncommon,E1,Power,full_scenario,1,1,,0.0,10.101,23.4,6.5,6.5,-6.5,3.601,16.9,atomic_fixed|condition_probability|recurring_turns,,"At the end of your turn, if you have Frost, deal 6 damage to ALL enemies."
HAMMER_TIME,망치질 시간,Hammer Time,regent,character,Rare,E2,Power,partial,0,1,,0.0,0.0,0.0,17.0,17.0,,,,,"Whenever you Forge, all allies Forge as well.","Whenever you Forge, all allies Forge as well."
HAND_OF_GREED,탐욕의 손,Hand of Greed,colorless,colorless,Rare,E2,Attack,partial,1,2,,10.0,10.0,10.0,18.0,18.0,,,,atomic_fixed,"If Fatal, gain 20 Gold.","Deal 20 damage. If Fatal, gain 20 Gold."
HAND_TRICK,손기술,Hand Trick,silent,character,Uncommon,E1,Skill,full_scenario,2,2,,4.7,6.2,8.2,6.5,6.5,-1.8,-0.3,1.7,atomic_fixed|atomic_grant_sly,,Gain 7 Block. Add Sly to a Skill in your Hand this turn.
HANG,매달기,Hang,necrobinder,character,Rare,E1,Attack,partial,1,2,,5.0,5.0,5.0,6.5,6.5,,,,atomic_fixed,Double the damage ALL Hang cards deal to this enemy.,Deal 10 damage. Double the damage ALL Hang cards deal to this enemy.
HAUNT,출몰,Haunt,necrobinder,character,Uncommon,E1,Power,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,"Whenever you play a Soul, a random enemy loses 6 HP.","Whenever you play a Soul, a random enemy loses 6 HP."
HAVOC,파괴,Havoc,ironclad,character,Common,E1,Skill,partial,0,1,,0.0,0.0,0.0,5.3,5.3,,,,,Play the top card of your Draw Pile and Exhaust it.,Play the top card of your Draw Pile and Exhaust it.
HAZE,아지랑이,Haze,silent,character,Uncommon,E3,Skill,partial,1,1,SLY,5.2,5.2,5.2,16.0,16.0,,,,simple_fixed_v3,,Apply 4 Poison to ALL enemies.
HEADBUTT,박치기,Headbutt,ironclad,character,Common,E1,Attack,full_fixed,2,2,,6.0,6.0,6.0,5.3,5.3,0.7,0.7,0.7,atomic_fixed|atomic_retrieve_topdeck,,Deal 9 damage. Put a card from your Discard Pile on top of your Draw Pile.
HEAVENLY_DRILL,천원돌파,Heavenly Drill,regent,character,Rare,EX,Attack,partial,1,2,,4.0,8.0,16.0,,,,,,atomic_fixed|x_value,Double X if it's 4 or more.,Deal 8 damage X times. Double X if it's 4 or more.
HEGEMONY,패권,Hegemony,regent,character,Uncommon,E2,Attack,full_fixed,2,2,,11.5,11.5,11.5,11.0,11.0,0.5,0.5,0.5,atomic_fixed|delay_next_turn,,"Deal 15 damage. Next turn, gain 2 Energy."
HEIRLOOM_HAMMER,선조의 망치,Heirloom Hammer,regent,character,Rare,E2,Attack,partial,2,3,,11.5,13.0,15.0,17.0,17.0,,,,atomic_copy_selected_hand|atomic_fixed,Choose a Colorless card in your Hand.,Deal 20 damage. Choose a Colorless card in your Hand. Add a copy of that card into your Hand.
HELIX_DRILL,나선 관통,Helix Drill,defect,character,Rare,E0,Attack,full_scenario,1,1,,1.5,3.3,15.0,6.5,6.5,-5.0,-3.2,8.5,atomic_fixed|scaling_count,,Deal 3 damage for each 1 Energy previously spent this turn.
HELLO_WORLD,Hello World,Hello World,event,event,Event,E1,Power,full_scenario,1,1,,4.5,11.1,18.0,,,,,,atomic_random_common_card|recurring_turns,,"At the start of your turn, add a random Common card into your Hand."
HELLRAISER,지옥검무,Hellraiser,ironclad,character,Rare,E2,Power,partial,0,1,,0.0,0.0,0.0,17.0,17.0,,,,,"Whenever you draw a card containing “Strike”, it is played against a random enemy.","Whenever you draw a card containing “Strike”, it is played against a random enemy."
HEMOKINESIS,혈류,Hemokinesis,ironclad,character,Uncommon,E1,Attack,full_fixed,2,2,,6.4,6.4,6.4,6.5,6.5,-0.1,-0.1,-0.1,simple_fixed_v3,,Lose 2 HP. Deal 15 damage.
HIDDEN_CACHE,비밀 상자,Hidden Cache,regent,character,Common,E1,Skill,full_fixed,2,2,,5.1,5.1,5.1,5.3,5.3,-0.2,-0.2,-0.2,atomic_fixed|delay_next_turn,,"Gain 1 Stars. Next turn, gain 3 Stars."
HIDDEN_DAGGERS,숨겨진 단검,Hidden Daggers,silent,character,Uncommon,E0,Skill,full_fixed,2,2,,4.3,4.3,4.3,5.0,4.3,0.0,0.0,0.0,simple_fixed_v3,,Discard 2 cards. Add 2 Shivs into your Hand.
HIDDEN_GEM,숨겨진 보석,Hidden Gem,colorless,colorless,Rare,E1,Skill,full_scenario,1,1,,3.0,7.0,12.0,9.0,9.0,-6.0,-2.0,3.0,atomic_random_replay,,A random card without Replay in your Draw Pile gains Replay 2.
HIGH_FIVE,하이파이브,High Five,necrobinder,character,Uncommon,E2,Attack,partial,0,1,,0.0,0.0,0.0,11.0,11.0,,,,,Osty deals 11 damage and applies 2 Vulnerable to ALL enemies.,Osty deals 11 damage and applies 2 Vulnerable to ALL enemies.
HOLOGRAM,홀로그램,Hologram,defect,character,Common,E1,Skill,full_fixed,2,2,,3.3,3.3,3.3,5.3,5.3,-2.0,-2.0,-2.0,atomic_fixed|atomic_retrieve_hand,,Gain 3 Block. Put a card from your Discard Pile into your Hand.
HOTFIX,핫픽스,Hotfix,defect,character,Common,E0,Skill,full_fixed,1,1,,0.6,0.6,0.6,2.7,2.7,-2.1,-2.1,-2.1,atomic_temporary_stat,,Gain 2 Focus this turn.
HOWL_FROM_BEYOND,저편의 울음소리,Howl from Beyond,ironclad,character,Uncommon,E3,Attack,partial,1,2,,10.4,10.4,10.4,16.0,16.0,,,,atomic_fixed,"At the end of your turn, if this is in your Exhaust Pile, play it.","Deal 16 damage to ALL enemies. At the end of your turn, if this is in your Exhaust Pile, play it."
HUDDLE_UP,똘똘 뭉치기,Huddle Up,colorless,colorless,Uncommon,E1,Skill,full_scenario,1,1,,2.4,4.1,7.5,6.8,6.8,-4.4,-2.7,0.7,all_players|atomic_fixed,,ALL players draw 2 cards.
HYPERBEAM,파괴광선,Hyperbeam,defect,character,Rare,E2,Attack,full_scenario,2,2,,-1.3,11.7,18.2,17.0,17.0,-18.3,-5.3,1.2,atomic_fixed|atomic_lose_focus_conditional_stock,,Deal 28 damage to ALL enemies. Lose 3 Focus.
ICE_LANCE,얼음 창,Ice Lance,defect,character,Rare,E3,Attack,full_fixed,2,2,,19.1,19.1,19.1,20.0,20.0,-0.9,-0.9,-0.9,simple_fixed_v3,,Deal 19 damage. Channel 3 Frost.
IGNITION,점화,Ignition,defect,character,Rare,E1,Skill,partial,0,1,,-1.0,-1.0,-1.0,6.5,6.5,,,,,Another player Channels Plasma.,Another player Channels Plasma.
IMPATIENCE,성급함,Impatience,colorless,colorless,Uncommon,E0,Skill,full_scenario,1,1,,0.0,2.38,3.4,4.25,4.25,-4.25,-1.87,-0.85,atomic_fixed|condition_probability,,"If you have no Attacks in your Hand, draw 2 cards."
IMPERVIOUS,무적,Impervious,ironclad,character,Rare,E2,Skill,full_fixed,1,1,,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,simple_fixed_v3,,Gain 30 Block.
INFECTION,감염,Infection,status,status,Status,E-1,Status,partial,1,1,UNPLAYABLE,-9.9,-4.274,0.0,,,,,,atomic_self_damage|condition_probability|recurring_turns,,"At the end of your turn, if this is in your Hand, take 3 damage."
INFERNAL_BLADE,지옥검,Infernal Blade,ironclad,character,Uncommon,E1,Skill,full_fixed,2,2,,4.5,4.5,4.5,6.5,6.5,-2.0,-2.0,-2.0,atomic_free_generated_card|atomic_random_attack_card,,Add a random Attack into your Hand. It's free to play this turn.
INFERNO,불바다,Inferno,ironclad,character,Uncommon,E1,Power,full_scenario,2,2,,0.6,11.615,69.375,6.5,6.5,-5.9,5.115,62.875,atomic_fixed|event_triggers|recurring_turns,,"At the start of your turn, lose 1 HP. Whenever you lose HP on your turn, deal 6 damage to ALL enemies."
INFINITE_BLADES,무한의 검날,Infinite Blades,silent,character,Uncommon,E1,Power,full_scenario,1,1,,2.85,7.03,11.4,6.5,6.5,-3.65,0.53,4.9,atomic_fixed|recurring_turns,,"At the start of your turn, add 1 Shiv into your Hand."
INFLAME,발화,Inflame,ironclad,character,Uncommon,E1,Power,full_fixed,1,1,,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,simple_fixed_v3,,Gain 2 Strength.
INJURY,상처,Injury,curse,curse,Curse,E-1,Curse,partial,0,0,UNPLAYABLE,0.0,0.0,0.0,,,,,,,,
INTERCEPT,가로막기,Intercept,colorless,colorless,Uncommon,E1,Skill,partial,1,2,,5.4,5.4,5.4,6.8,6.8,,,,atomic_fixed,Redirect all incoming attacks that would be dealt to another player this turn to you.,Gain 9 Block. Redirect all incoming attacks that would be dealt to another player this turn to you.
INVOKE,부름,Invoke,necrobinder,character,Common,E1,Skill,full_fixed,1,1,,5.76,5.76,5.76,5.3,5.3,0.46,0.46,0.46,atomic_fixed|delay_next_turn,,"Next turn, Summon 2 and gain 2 Energy."
IRON_WAVE,철의 파동,Iron Wave,ironclad,character,Common,E1,Attack,full_fixed,2,2,,5.5,5.5,5.5,5.3,5.3,0.2,0.2,0.2,simple_fixed_v3,,Gain 5 Block. Deal 5 damage.
ITERATION,순회,Iteration,defect,character,Uncommon,E1,Power,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,"The first time you draw a Status each turn, draw 2 cards.","The first time you draw a Status each turn, draw 2 cards."
I_AM_INVINCIBLE,나는 무적이다,I Am Invincible,regent,character,Rare,E1,Skill,partial,1,2,,6.0,6.0,6.0,6.5,6.5,,,,atomic_fixed,"At the end of your turn, if this is on top of your Draw Pile, play it.","Gain 10 Block. At the end of your turn, if this is on top of your Draw Pile, play it."
JACKPOT,잭팟,Jackpot,colorless,colorless,Rare,E3,Attack,partial,1,2,,12.5,12.5,12.5,14.5,14.5,,,,atomic_fixed,Add 3 random 0 Energy cards into your Hand.,Deal 25 damage. Add 3 random 0 Energy cards into your Hand.
JACK_OF_ALL_TRADES,팔방미인,Jack of All Trades,colorless,colorless,Uncommon,E0,Skill,full_fixed,1,1,,3.0,3.0,3.0,4.25,4.25,-1.25,-1.25,-1.25,atomic_random_colorless_card,,Add 1 random Colorless card into your Hand.
JUGGERNAUT,절대적인 힘,Juggernaut,ironclad,character,Rare,E2,Power,partial,0,1,,0.0,0.0,0.0,17.0,17.0,,,,,"Whenever you gain Block, deal 6 damage to a random enemy.","Whenever you gain Block, deal 6 damage to a random enemy."
JUGGLING,저글링,Juggling,ironclad,character,Uncommon,E1,Power,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,Add a copy of the third Attack you play each turn into your Hand.,Add a copy of the third Attack you play each turn into your Hand.
KINGLY_KICK,왕의 발차기,Kingly Kick,regent,character,Uncommon,E4,Attack,partial,1,2,,13.5,13.5,13.5,26.0,26.0,,,,atomic_fixed,"Whenever you draw this card, reduce its cost by 1.","Deal 27 damage. Whenever you draw this card, reduce its cost by 1."
KINGLY_PUNCH,왕의 주먹,Kingly Punch,regent,character,Uncommon,E1,Attack,partial,1,2,,4.0,4.0,4.0,6.5,6.5,,,,atomic_fixed,"Whenever you draw this card, increase its damage by 4 this combat.","Deal 8 damage. Whenever you draw this card, increase its damage by 4 this combat."
KNIFE_TRAP,칼날 함정,Knife Trap,silent,character,Rare,E2,Skill,partial,0,1,,0.0,0.0,0.0,17.0,17.0,,,,,Play every Shiv in your Exhaust Pile on the enemy.,Play every Shiv in your Exhaust Pile on the enemy.
KNOCKDOWN,때려눕히기,Knockdown,colorless,colorless,Rare,E3,Attack,partial,1,2,,5.0,5.0,5.0,14.5,14.5,,,,atomic_fixed,The enemy takes double damage from other players this turn.,Deal 10 damage. The enemy takes double damage from other players this turn.
KNOCKOUT_BLOW,필사의 일격,Knockout Blow,regent,character,Uncommon,E3,Attack,full_scenario,2,2,,15.0,20.25,22.5,16.0,16.0,-1.0,4.25,6.5,atomic_fixed|condition_probability,,"Deal 30 damage. If this kills an enemy, gain 5 Stars."
KNOW_THY_PLACE,네 주제를 알라,Know Thy Place,regent,character,Common,E0,Skill,full_fixed,2,2,,3.1,3.1,3.1,2.7,2.7,0.4,0.4,0.4,simple_fixed_v3,,Apply 1 Weak. Apply 1 Vulnerable.
LANTERN_KEY,랜턴 열쇠,Lantern Key,quest,quest,Quest,E-1,Quest,partial,0,1,UNPLAYABLE,0.0,0.0,0.0,,,,,,,Unlocks a special event in the next Act.,Unlocks a special event in the next Act.
LARGESSE,하사,Largesse,regent,character,Uncommon,E0,Skill,partial,0,1,,0.0,0.0,0.0,5.0,4.3,,,,,Another player adds 1 random Colorless card to their Hand.,Another player adds 1 random Colorless card to their Hand.
LEADING_STRIKE,선제 타격,Leading Strike,silent,character,Common,E1,Attack,full_fixed,2,2,,5.3,5.3,5.3,5.3,5.3,0.0,0.0,0.0,simple_fixed_v3,,Deal 3 damage. Add 2 Shivs into your Hand.
LEAP,도약,Leap,defect,character,Common,E1,Skill,full_fixed,1,1,,5.4,5.4,5.4,5.3,5.3,0.1,0.1,0.1,simple_fixed_v3,,Gain 9 Block.
LEGION_OF_BONE,해골 군단,Legion of Bone,necrobinder,character,Uncommon,E2,Skill,full_scenario,1,1,,5.6,8.9,15.5,11.0,11.0,-5.4,-2.1,4.5,all_players|atomic_fixed,,ALL players Summon 6.
LEG_SWEEP,다리 걸기,Leg Sweep,silent,character,Uncommon,E2,Skill,full_fixed,2,2,,10.8,10.8,10.8,11.0,11.0,-0.2,-0.2,-0.2,simple_fixed_v3,,Apply 2 Weak. Gain 11 Block.
LETHALITY,치사성,Lethality,necrobinder,character,Uncommon,E1,Power,partial,0,1,,-1.0,-1.0,-1.0,6.5,6.5,,,,,The first Attack each turn deals 50% additional damage.,The first Attack each turn deals 50% additional damage.
LIFT,부양,Lift,colorless,colorless,Uncommon,E1,Skill,partial,0,1,,0.0,0.0,0.0,6.8,6.8,,,,,Give another player 11 Block.,Give another player 11 Block.
LIGHTNING_ROD,피뢰침,Lightning Rod,defect,character,Common,E1,Skill,full_fixed,2,2,,5.568,5.568,5.568,5.3,5.3,0.268,0.268,0.268,atomic_fixed|fixed_delayed_turns,,"Gain 4 Block. At the start of the next 2 turns, Channel 1 Lightning."
LOOP,반복,Loop,defect,character,Uncommon,E1,Power,full_scenario,1,1,,2.25,11.1,30.0,6.5,6.5,-4.25,4.6,23.5,atomic_trigger_orb|recurring_turns,,"At the start of your turn, trigger the passive ability of your rightmost Orb."
LUMINESCE,발광,Luminesce,token,token,Token,E0,Skill,full_fixed,1,1,,4.5,4.5,4.5,,,,,,simple_fixed_v3,,Gain 2 Energy.
LUNAR_BLAST,달의 세례,Lunar Blast,regent,character,Uncommon,E0,Attack,full_scenario,1,1,,2.0,4.4,20.0,5.0,4.3,-2.3,0.1,15.7,atomic_fixed|scaling_count,,Deal 4 damage for each Skill already played this turn.
MACHINE_LEARNING,기계학습,Machine Learning,defect,character,Rare,E1,Power,full_scenario,1,1,,1.875,4.625,7.5,6.5,6.5,-4.625,-1.875,1.0,atomic_fixed|recurring_turns,,"At the start of your turn, draw 1 additional card."
MAD_SCIENCE,괴짜 과학,Mad Science,event,event,Event,E1,Attack,full_fixed,1,1,,6.0,6.0,6.0,,,,,,simple_fixed_v3,,Deal 12 damage.
MAKE_IT_SO,그렇게 하라,Make It So,regent,character,Rare,E0,Attack,partial,1,2,,3.0,3.0,3.0,6.5,6.5,,,,atomic_fixed,"Every 3 Skills you play in a turn, put this into your Hand.","Deal 6 damage. Every 3 Skills you play in a turn, put this into your Hand."
MALAISE,불쾌,Malaise,silent,character,Rare,EX,Skill,partial,1,2,,1.1,3.2,7.4,,,,,,atomic_fixed|x_value,Enemy loses X Strength.,Enemy loses X Strength. Apply X Weak.
MANGLE,난도질,Mangle,ironclad,character,Rare,E3,Attack,full_fixed,2,2,,16.5,16.5,16.5,20.0,20.0,-3.5,-3.5,-3.5,atomic_enemy_strength_loss_turn|atomic_fixed,,Deal 15 damage. Enemy loses 10 Strength this turn.
MANIFEST_AUTHORITY,권위 행사,Manifest Authority,regent,character,Uncommon,E1,Skill,full_fixed,2,2,,8.2,8.2,8.2,6.5,6.5,1.7,1.7,1.7,atomic_fixed|atomic_random_colorless_card,,Gain 7 Block. Add 1 random Colorless card into your Hand.
MASTER_OF_STRATEGY,전략의 천재,Master of Strategy,colorless,colorless,Rare,E0,Skill,full_fixed,1,1,,4.55,4.55,4.55,5.0,5.0,-0.45,-0.45,-0.45,simple_fixed_v3,,Draw 3 cards.
MASTER_PLANNER,설계의 대가,Master Planner,silent,character,Rare,E2,Power,partial,0,1,,0.0,0.0,0.0,17.0,17.0,,,,,"When you play a Skill, it gains Sly.","When you play a Skill, it gains Sly."
MAUL,할퀴기,Maul,event,event,Ancient,E1,Attack,partial,1,2,,5.0,5.25,5.75,,,,,,atomic_fixed|multi_hit_strength_synergy,Increase the damage of ALL Maul cards by 1 this combat.,Deal 5 damage twice. Increase the damage of ALL Maul cards by 1 this combat.
MAYHEM,대혼란,Mayhem,colorless,colorless,Rare,E2,Power,partial,0,1,,0.0,0.0,0.0,18.0,18.0,,,,,"At the start of your turn, play the top card of your Draw Pile.","At the start of your turn, play the top card of your Draw Pile."
MELANCHOLY,비애,Melancholy,necrobinder,character,Uncommon,E3,Skill,partial,1,2,,7.8,7.8,7.8,16.0,16.0,,,,atomic_fixed,Reduce this card's cost by 1 Energy whenever ANYONE dies.,Gain 13 Block. Reduce this card's cost by 1 Energy whenever ANYONE dies.
MEMENTO_MORI,메멘토 모리,Memento Mori,silent,character,Uncommon,E1,Attack,partial,1,2,,4.5,4.5,4.5,6.5,6.5,,,,atomic_fixed,Deals 4 additional damage for each card discarded this turn.,Deal 9 damage. Deals 4 additional damage for each card discarded this turn.
METAMORPHOSIS,탈바꿈,Metamorphosis,event,event,Event,E2,Skill,partial,0,2,,-1.0,-1.0,-1.0,,,,,,,Add 3 random Attacks into your Draw Pile. || They're free to play this combat.,Add 3 random Attacks into your Draw Pile. They're free to play this combat.
METEOR_SHOWER,유성우,Meteor Shower,regent,character,Ancient,E0+S2,Attack,full_fixed,2,2,,19.76,19.76,19.76,,,,,,simple_fixed_v3,,Deal 14 damage to ALL enemies. Apply 2 Weak and Vulnerable to ALL enemies.
METEOR_STRIKE,유성 타격,Meteor Strike,defect,character,Rare,E5,Attack,full_fixed,2,2,,33.0,33.0,33.0,,,,,,simple_fixed_v3,,Deal 24 damage. Channel 3 Plasma.
MIMIC,흉내내기,Mimic,colorless,colorless,Rare,E1,Skill,full_scenario,1,1,,2.0,8.0,17.0,9.0,9.0,-7.0,-1.0,8.0,equal_to_quantity,,Gain Block equal to the Block on another player.
MIND_BLAST,정신 공격,Mind Blast,colorless,colorless,Uncommon,E1,Attack,full_scenario,1,1,,3.0,8.0,13.0,6.8,6.8,-3.8,1.2,6.2,equal_to_quantity,,Deal damage equal to the number of cards in your Draw Pile.
MIND_ROT,정신 오염,Mind Rot,token,token,Status,E-1,Status,partial,0,1,,0.0,0.0,0.0,,,,,,,Draw 1 fewer card each turn.,Draw 1 fewer card each turn.
MINION_DIVE_BOMB,하수인 투하,Minion Dive Bomb,token,token,Token,E0,Attack,full_fixed,1,1,,5.5,5.5,5.5,,,,,,simple_fixed_v3,,Deal 13 damage.
MINION_SACRIFICE,하수인 희생,Minion Sacrifice,token,token,Token,E0,Skill,full_fixed,1,1,,3.8,3.8,3.8,,,,,,simple_fixed_v3,,Gain 8 Block.
MINION_STRIKE,하수인 타격,Minion Strike,token,token,Token,E0,Attack,full_fixed,2,2,,3.25,3.25,3.25,,,,,,simple_fixed_v3,,Deal 6 damage. Draw 1 card.
MIRAGE,신기루,Mirage,silent,character,Uncommon,E1,Skill,full_scenario,1,1,,2.0,8.0,17.0,6.5,6.5,-4.5,1.5,10.5,equal_to_quantity,,Gain Block equal to Poison on ALL enemies.
MISERY,비참함,Misery,necrobinder,character,Rare,E0,Attack,partial,1,2,,3.5,3.5,3.5,6.5,6.5,,,,atomic_fixed,Apply any debuffs on the enemy to ALL other enemies.,Deal 7 damage. Apply any debuffs on the enemy to ALL other enemies.
MODDED,모드 적용,Modded,defect,character,Rare,E0,Skill,partial,2,3,,3.75,3.75,3.75,6.5,6.5,,,,atomic_fixed|atomic_orb_slot,Increase this card's cost by 1.,Gain 1 Orb Slot. Draw 1 card. Increase this card's cost by 1.
MOLTEN_FIST,녹아내리는 주먹,Molten Fist,ironclad,character,Common,E1,Attack,partial,1,2,,4.0,4.0,4.0,5.3,5.3,,,,atomic_fixed,Double the enemy's Vulnerable.,Deal 10 damage. Double the enemy's Vulnerable.
MOMENTUM_STRIKE,추진 타격,Momentum Strike,defect,character,Common,E1,Attack,partial,1,2,,5.0,5.0,5.0,5.3,5.3,,,,atomic_fixed,Reduce this card's cost to 0 Energy.,Deal 10 damage. Reduce this card's cost to 0 Energy.
MONARCHS_GAZE,군주의 시선,Monarch's Gaze,regent,character,Rare,E2,Power,partial,0,1,,0.0,0.0,0.0,17.0,17.0,,,,,"Whenever you attack an enemy, it loses 1 Strength this turn.","Whenever you attack an enemy, it loses 1 Strength this turn."
MONOLOGUE,독백,Monologue,regent,character,Uncommon,E0,Skill,full_scenario,1,1,,0.8,2.8,14.4,5.0,4.3,-3.5,-1.5,10.1,atomic_temporary_stat|event_triggers,,"Whenever you play a card this turn, gain 1 Strength this turn."
MULTI_CAST,다중 시전,Multi-Cast,defect,character,Rare,EX,Skill,partial,0,1,,0.0,0.0,0.0,,,,,,,Evoke your rightmost Orb X times.,Evoke your rightmost Orb X times.
MURDER,살해,Murder,silent,character,Rare,E3,Attack,partial,1,2,,0.5,0.5,0.5,20.0,20.0,,,,atomic_fixed,Deals 1 additional damage for each card drawn this combat.,Deal 1 damage. Deals 1 additional damage for each card drawn this combat.
NECRO_MASTERY,강령의 극의,Necro Mastery,necrobinder,character,Rare,E2,Power,partial,1,2,,5.5,5.5,5.5,17.0,17.0,,,,atomic_fixed,"Whenever Osty loses HP, ALL enemies lose that much HP as well.","Summon 5. Whenever Osty loses HP, ALL enemies lose that much HP as well."
NEGATIVE_PULSE,비관적인 맥박,Negative Pulse,necrobinder,character,Common,E1,Skill,full_fixed,2,2,,5.457,5.457,5.457,5.3,5.3,0.157,0.157,0.157,simple_fixed_v3,,Gain 5 Block. Apply 7 Doom to ALL enemies.
NEOWS_FURY,니오우의 격분,Neow's Fury,event,event,Ancient,E1,Attack,partial,1,2,,4.0,4.0,4.0,,,,,,atomic_fixed,Put up to 2 cards from your Discard Pile into your Hand.,Deal 10 damage. Put up to 2 cards from your Discard Pile into your Hand.
NEUROSURGE,정신 폭주,Neurosurge,necrobinder,character,Rare,E0,Power,partial,2,3,,10.9,10.9,10.9,6.5,6.5,,,,atomic_fixed,"At the start of your turn, apply 3 Doom to yourself.","Gain 3 Energy. Draw 2 cards. At the start of your turn, apply 3 Doom to yourself."
NEUTRALIZE,무력화,Neutralize,silent,character,Basic,E0,Attack,full_fixed,2,2,,3.6,3.6,3.6,1.5,1.5,2.1,2.1,2.1,simple_fixed_v3,,Deal 3 damage. Apply 1 Weak.
NEUTRON_AEGIS,중성자 방패,Neutron Aegis,regent,character,Rare,E1+S5,Power,full_fixed,1,1,,12.8,12.8,12.8,,,,,,simple_fixed_v3,,Gain 8 Plating.
NIGHTMARE,악몽,Nightmare,silent,character,Rare,E3,Skill,partial,0,2,,-1.0,-1.0,-1.0,20.0,20.0,,,,,"Choose a card. || Next turn, add 3 copies of that card into your Hand.","Choose a card. Next turn, add 3 copies of that card into your Hand."
NORMALITY,규칙 준수,Normality,curse,curse,Curse,E-1,Curse,partial,0,1,UNPLAYABLE,0.0,0.0,0.0,,,,,,,You cannot play more than 3 cards this turn.,You cannot play more than 3 cards this turn.
NOSTALGIA,향수,Nostalgia,colorless,colorless,Rare,E1,Power,partial,0,1,,0.0,0.0,0.0,9.0,9.0,,,,,The first Attack or Skill you play each turn is placed on top of your Draw Pile.,The first Attack or Skill you play each turn is placed on top of your Draw Pile.
NOT_YET,불굴,Not Yet,ironclad,character,Rare,E2,Skill,full_scenario,1,1,,6.5,19.0,31.5,17.0,17.0,-10.5,2.0,14.5,atomic_heal_meta,,Heal 10 HP.
NOXIOUS_FUMES,유독 가스,Noxious Fumes,silent,character,Uncommon,E1,Power,full_scenario,1,1,,3.9,9.62,15.6,6.5,6.5,-2.6,3.12,9.1,atomic_fixed|recurring_turns,,"At the start of your turn, apply 2 Poison to ALL enemies."
NO_ESCAPE,도망칠 수 없다,No Escape,necrobinder,character,Uncommon,E1,Skill,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,"Apply 10 Doom, plus an additional 5 Doom for every 10 Doom already on this enemy.","Apply 10 Doom, plus an additional 5 Doom for every 10 Doom already on this enemy."
