family,family_ko,template_en,occurrences,card_count,pools,example_card_ids
draw,카드 뽑기,"Next turn, draw {n} card.",1,1,regent:1,GLOW
draw,카드 뽑기,"Next turn, draw {n} cards and gain {n} Energy.",1,1,event:1,RELAX
draw,카드 뽑기,"Next turn, draw {n} cards.",1,1,silent:1,PREDATOR
draw,카드 뽑기,"Next turn, put {n} cards from your Draw Pile into your Hand.",1,1,regent:1,FOREGONE_CONCLUSION
draw,카드 뽑기,Play a random Attack from your Draw Pile.,1,1,defect:1,UPROAR
draw,카드 뽑기,Play the top X cards of your Draw Pile.,1,1,ironclad:1,CASCADE
draw,카드 뽑기,Play the top card of your Draw Pile and Exhaust it.,1,1,ironclad:1,HAVOC
draw,카드 뽑기,Play {n} random cards from your Draw Pile.,1,1,colorless:1,CATASTROPHE
draw,카드 뽑기,Put a Skill from your Draw Pile into your Hand.,1,1,colorless:1,SECRET_TECHNIQUE
draw,카드 뽑기,Put a card from your Discard Pile on top of your Draw Pile.,2,2,ironclad:1|regent:1,COSMIC_INDIFFERENCE|HEADBUTT
draw,카드 뽑기,Put a card from your Draw Pile into your Hand.,1,1,event:1,WISH
draw,카드 뽑기,Put an Attack from your Draw Pile into your Hand.,1,1,colorless:1,SECRET_WEAPON
draw,카드 뽑기,Put every Rare card from your Draw Pile into your Hand.,1,1,colorless:1,ANOINTED
draw,카드 뽑기,Put the next card you play this turn on top of your Draw Pile.,1,1,event:1,REBOUND
draw,카드 뽑기,Put this card on top of your Draw Pile.,1,1,regent:1,SHINING_STRIKE
draw,카드 뽑기,Put {n} card from your Hand on top of your Draw Pile.,3,3,colorless:1|regent:2,GLIMMER|PHOTON_CUT|THINKING_AHEAD
draw,카드 뽑기,Shuffle ALL your cards into your Draw Pile.,1,1,defect:1,REBOOT
draw,카드 뽑기,The first Attack or Skill you play each turn is placed on top of your Draw Pile.,1,1,colorless:1,NOSTALGIA
draw,카드 뽑기,"The first time you draw a Status each turn, draw {n} cards.",1,1,defect:1,ITERATION
draw,카드 뽑기,Transform a card in your Draw Pile into Soul.,1,1,necrobinder:1,SEANCE
draw,카드 뽑기,"Whenever a card is Exhausted, draw {n} card.",1,1,ironclad:1,DARK_EMBRACE
draw,카드 뽑기,"Whenever you apply Vulnerable, draw {n} card.",1,1,ironclad:1,VICIOUS
draw,카드 뽑기,"Whenever you draw a card containing “Strike”, it is played against a random enemy.",1,1,ironclad:1,HELLRAISER
draw,카드 뽑기,"Whenever you draw a card during your turn, deal {n} damage to ALL enemies.",1,1,silent:1,SPEEDSTER
draw,카드 뽑기,"Whenever you draw a card this turn, apply {n} Poison to ALL enemies.",1,1,silent:1,CORROSIVE_WAVE
draw,카드 뽑기,"Whenever you draw an Ethereal card, draw {n} card.",1,1,necrobinder:1,PAGESTORM
draw,카드 뽑기,"Whenever you draw this card, increase its damage by {n} this combat.",1,1,regent:1,KINGLY_PUNCH
draw,카드 뽑기,"Whenever you draw this card, lose {n} Energy.",1,1,status:1,VOID
draw,카드 뽑기,"Whenever you draw this card, reduce its cost by {n}.",1,1,regent:1,KINGLY_KICK
draw,카드 뽑기,"Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand.",1,1,colorless:1,STRATAGEM
draw,카드 뽑기,You cannot draw additional cards this turn.,2,2,ironclad:1|silent:1,BATTLE_TRANCE|BULLET_TIME
empty,효과 없음,(empty),13,13,curse:9|status:4,ASCENDERS_BANE|CLUMSY|CURSE_OF_THE_BELL|DAZED|DEBRIS|FOLLY|GREED|INJURY|POOR_SLEEP|SOOT|SPORE_MIND|WOUND
enemy_control,적 제어,"If the enemy intends to attack, apply {n} Weak.",1,1,defect:1,GO_FOR_THE_EYES
enemy_control,적 제어,"If you take unblocked attack damage this combat, die.",1,1,colorless:1,THE_GAMBIT
enemy_control,적 제어,Kill enemies with at least as much Doom as HP.,1,1,necrobinder:1,END_OF_DAYS
enemy_control,적 제어,Stun the enemy.,1,1,event:1,WHISTLE
enemy_control,적 제어,The enemy gains {n} Strength.,1,1,ironclad:1,FIGHT_ME
energy,에너지,ALL players gain {n} Energy.,1,1,defect:1,ENERGY_SURGE
energy,에너지,Add a {n} Energy copy of this card into your Discard Pile.,1,1,defect:1,ADAPTIVE_STRIKE
energy,에너지,Add {n} random {n} Energy cards into your Hand.,1,1,colorless:1,JACKPOT
energy,에너지,Another player gains {n} Energy.,1,1,colorless:1,BELIEVE_IN_YOU
energy,에너지,"At the start of your turn, gain {n} Energy and draw {n} additional card.",1,1,necrobinder:1,DEMESNE
energy,에너지,Cards cost an additional {n} Energy this turn.,1,1,necrobinder:1,BORROWED_TIME
energy,에너지,Costs {n} Energy less for each Ethereal card played this combat.,1,1,necrobinder:1,BANSHEES_CRY
energy,에너지,Costs {n} less Energy for each Attack played this turn.,1,1,ironclad:1,STOMP
energy,에너지,Costs {n} less Energy for each Skill played this turn.,1,1,silent:1,PINPOINT
energy,에너지,Deal {n} damage for each {n} Energy previously spent this turn.,1,1,defect:1,HELIX_DRILL
energy,에너지,Discard all cards drawn this way that do not cost {n} Energy.,1,1,defect:1,SCRAPE
energy,에너지,Double your Energy.,1,1,defect:1,DOUBLE_ENERGY
energy,에너지,"Every {n} Energy you spend, gain {n} Energy.",1,1,regent:1,ORBIT
energy,에너지,"Every {n} cards you draw, gain {n} Energy.",1,1,colorless:1,AUTOMATION
energy,에너지,Gain {n} Energy at the start of each turn.,2,2,ironclad:1|necrobinder:1,FRIENDSHIP|PYRE
energy,에너지,Gain {n} Energy for each Attack in your Hand.,1,1,ironclad:1,EXPECT_A_FIGHT
energy,에너지,Gain {n} Energy.,15,15,colorless:1|defect:2|event:1|ironclad:2|necrobinder:3|regent:2|silent:2|token:2,ADRENALINE|ALIGNMENT|BIG_BANG|BLOODLETTING|BORROWED_TIME|BRIGHTEST_FLAME|FUEL|LUMINESCE|NEUROSURGE|OFFERING|PRODUCTION|SUPERCRITICAL
energy,에너지,Gain {n} less Energy per turn.,1,1,token:1,WASTE_AWAY
energy,에너지,"If this kills an enemy, gain {n} Energy.",1,1,defect:1,SUNDER
energy,에너지,"If you Exhausted a card this turn, gain {n} Energy.",1,1,ironclad:1,FORGOTTEN_RITUAL
energy,에너지,"If your Hand is empty, draw {n} cards and gain {n} Energy.",1,1,colorless:1,RESTLESSNESS
energy,에너지,It costs an extra {n} Energy.,1,1,necrobinder:1,TRANSFIGURE
energy,에너지,"Next turn, Summon {n} and gain {n} Energy.",1,1,necrobinder:1,INVOKE
energy,에너지,"Next turn, draw {n} cards and gain {n} Energy.",1,1,event:1,RELAX
energy,에너지,"Next turn, gain {n} Energy and {n} Stars.",1,1,regent:1,CONVERGENCE
energy,에너지,"Next turn, gain {n} Energy.",6,6,defect:2|event:1|necrobinder:1|regent:2,CHARGE_BATTERY|DELAY|HEGEMONY|OUTMANEUVER|REFINE_BLADE|SCAVENGE
energy,에너지,Put ALL {n} Energy cards from your Discard Pile into your Hand.,1,1,defect:1,ALL_FOR_ONE
energy,에너지,Reduce this card's cost by {n} Energy whenever ANYONE dies.,1,1,necrobinder:1,MELANCHOLY
energy,에너지,Reduce this card's cost to {n} Energy.,1,1,defect:1,MOMENTUM_STRIKE
energy,에너지,Skills cost {n} Energy.,1,1,ironclad:1,CORRUPTION
energy,에너지,"The first time you play a {n} Energy Attack each turn, return it to your Hand.",1,1,defect:1,FERAL
energy,에너지,The next Attack you play costs {n} Energy.,1,1,ironclad:1,UNRELENTING
energy,에너지,The next Ethereal card you play costs {n} Energy.,1,1,necrobinder:1,VEILPIERCER
energy,에너지,The next Power you play costs {n} Energy.,1,1,defect:1,SYNTHESIS
energy,에너지,The next Skill you play costs {n} Energy.,1,1,silent:1,POUNCE
energy,에너지,This card costs {n} Energy if Osty has attacked this turn.,1,1,necrobinder:1,FLATTEN
energy,에너지,"When this card is Exhausted, gain {n} Energy.",1,1,ironclad:1,DRUM_OF_BATTLE
energy,에너지,"Whenever you create a Status, reduce this card's cost to {n} Energy until played.",1,1,defect:1,ROCKET_PUNCH
energy,에너지,"Whenever you draw this card, lose {n} Energy.",1,1,status:1,VOID
energy,에너지,"Whenever you play a Power, gain {n} Energy.",1,1,defect:1,SUBROUTINE
energy,에너지,"Whenever you play a card that costs {n} Energy or more, gain {n} Block.",1,1,necrobinder:1,DANSE_MACABRE
energy,에너지,"Whenever you play a card that costs {n} Energy or more, return this to your Hand from the Discard Pile.",1,1,necrobinder:1,RIGHT_HAND_HAND
energy,에너지,You cannot gain additional {n} Energy this turn.,1,1,ironclad:1,EXPECT_A_FIGHT
exhaust,소멸시키기,Add {n} random card into your Hand for each card Exhausted.,1,1,ironclad:1,STOKE
exhaust,소멸시키기,"At the end of your turn, if this is in your Exhaust Pile, play it.",1,1,ironclad:1,HOWL_FROM_BEYOND
exhaust,소멸시키기,"At the start of your turn, draw {n} card and Exhaust {n} card from your Hand.",1,1,regent:1,TYRANNY
exhaust,소멸시키기,"At the start of your turn, if this is in your Exhaust Pile, play it.",1,1,regent:1,BOMBARDMENT
exhaust,소멸시키기,Deal {n} damage for each card Exhausted.,1,1,ironclad:1,FIEND_FIRE
exhaust,소멸시키기,Deal {n} damage to a random enemy for each card Exhausted.,1,1,defect:1,FLAK_CANNON
exhaust,소멸시키기,Deals {n} additional damage for each Soul in your Exhaust Pile.,1,1,necrobinder:1,SOUL_STORM
exhaust,소멸시키기,Deals {n} additional damage for each card in your Exhaust Pile.,1,1,ironclad:1,ASHEN_STRIKE
exhaust,소멸시키기,Exhaust ALL your Status cards.,1,1,defect:1,FLAK_CANNON
exhaust,소멸시키기,Exhaust a card.,1,1,defect:1,SCAVENGE
exhaust,소멸시키기,Exhaust a random Attack in your Hand and add its damage to this card.,1,1,ironclad:1,THRASH
exhaust,소멸시키기,Exhaust all non-Attack cards in your Hand.,1,1,ironclad:1,SECOND_WIND
exhaust,소멸시키기,Exhaust up to {n} cards in your Hand.,1,1,colorless:1,PURITY
exhaust,소멸시키기,Exhaust your Hand.,3,3,ironclad:2|necrobinder:1,EIDOLON|FIEND_FIRE|STOKE
exhaust,소멸시키기,Exhaust {n} card at random.,2,2,ironclad:2,CINDER|TRUE_GRIT
exhaust,소멸시키기,Exhaust {n} card from your Draw Pile.,1,1,necrobinder:1,CLEANSE
exhaust,소멸시키기,Exhaust {n} card.,2,2,ironclad:2,BRAND|BURNING_PACT
exhaust,소멸시키기,Gain another {n} Block if you have Exhausted a card this turn.,1,1,ironclad:1,EVIL_EYE
exhaust,소멸시키기,Gain {n} Block for each card Exhausted.,1,1,ironclad:1,SECOND_WIND
exhaust,소멸시키기,"If you Exhausted a card this turn, gain {n} Energy.",1,1,ironclad:1,FORGOTTEN_RITUAL
exhaust,소멸시키기,"If you have {n} or more cards in your Exhaust Pile, deal {n} damage to ALL enemies.",1,1,ironclad:1,PACTS_END
exhaust,소멸시키기,"If {n} cards were Exhausted this way, gain {n} Intangible.",1,1,necrobinder:1,EIDOLON
exhaust,소멸시키기,Play every Shiv in your Exhaust Pile on the enemy.,1,1,silent:1,KNIFE_TRAP
exhaust,소멸시키기,Play the top card of your Draw Pile and Exhaust it.,1,1,ironclad:1,HAVOC
exhaust,소멸시키기,"When this card is Exhausted, gain {n} Energy.",1,1,ironclad:1,DRUM_OF_BATTLE
exhaust,소멸시키기,"Whenever a card is Exhausted, draw {n} card.",1,1,ironclad:1,DARK_EMBRACE
exhaust,소멸시키기,"Whenever a card is Exhausted, gain {n} Block.",1,1,ironclad:1,FEEL_NO_PAIN
exhaust,소멸시키기,"Whenever you play a Skill, Exhaust it.",1,1,ironclad:1,CORRUPTION
forge,제련,"At the start of your turn, Forge {n}.",1,1,regent:1,FURNACE
forge,제련,Forge X.,1,1,regent:1,BEAT_INTO_SHAPE
forge,제련,Forge {n}.,9,9,regent:9,BIG_BANG|BULWARK|CONQUEROR|REFINE_BLADE|SEEKING_EDGE|SPOILS_OF_BATTLE|SUMMON_FORTH|THE_SMITH|WROUGHT_IN_WAR
forge,제련,Forges an additional {n} for every other time you've hit the enemy this turn.,1,1,regent:1,BEAT_INTO_SHAPE
forge,제련,Put Sovereign Blade into your Hand from anywhere.,1,1,regent:1,SUMMON_FORTH
forge,제련,Sovereign Blade deals double damage to the enemy this turn.,1,1,regent:1,CONQUEROR
forge,제련,Sovereign Blade gains Replay {n}.,1,1,regent:1,SWORD_SAGE
forge,제련,Sovereign Blade now deals damage to ALL enemies.,1,1,regent:1,SEEKING_EDGE
forge,제련,Sovereign Blade now gains {n} Block.,1,1,regent:1,PARRY
forge,제련,"Whenever you Forge, all allies Forge as well.",1,1,regent:1,HAMMER_TIME
hp,체력,"At the end of your turn, if this is in your Hand, lose {n} HP for each card in your Hand.",1,1,curse:1,REGRET
hp,체력,"At the end of your turn, if this is in your Hand, lose {n} HP.",2,2,curse:1|status:1,BAD_LUCK|BECKON
hp,체력,"At the start of your turn, lose {n} HP and gain {n} Block.",1,1,ironclad:1,CRIMSON_MANTLE
hp,체력,"At the start of your turn, lose {n} HP.",1,1,ironclad:1,INFERNO
hp,체력,Deals additional damage equal to Osty's Max HP.,1,1,necrobinder:1,PROTECTOR
hp,체력,Deals additional damage equal to Osty's current HP.,1,1,necrobinder:1,UNLEASH
hp,체력,Enemy loses {n} HP.,1,1,necrobinder:1,CAPTURE_SPIRIT
hp,체력,Heal {n} HP.,1,1,ironclad:1,NOT_YET
hp,체력,Hits an additional time for each time you lost HP this combat.,1,1,ironclad:1,TEAR_ASUNDER
hp,체력,"If Fatal, raise your Max HP by {n}.",1,1,ironclad:1,FEED
hp,체력,"If Osty is alive, he dies and you gain Block equal to double his Max HP.",1,1,necrobinder:1,SACRIFICE
hp,체력,"If you lost HP this turn, hits {n} times.",1,1,ironclad:1,SPITE
hp,체력,Kill enemies with at least as much Doom as HP.,1,1,necrobinder:1,END_OF_DAYS
hp,체력,Lose {n} HP.,7,7,ironclad:7,BLOODLETTING|BLOOD_WALL|BRAND|BREAKTHROUGH|DEMONIC_SHIELD|HEMOKINESIS|OFFERING
hp,체력,Lose {n} Max HP.,1,1,event:1,BRIGHTEST_FLAME
hp,체력,Osty heals {n} HP.,1,1,necrobinder:1,SPUR
hp,체력,Prevent the next time you would lose HP.,1,1,defect:1,BUFFER
hp,체력,"Whenever Osty loses HP, ALL enemies lose that much HP as well.",1,1,necrobinder:1,NECRO_MASTERY
hp,체력,"Whenever you lose HP on your turn, deal {n} damage to ALL enemies.",1,1,ironclad:1,INFERNO
hp,체력,"Whenever you lose HP on your turn, gain {n} Strength.",1,1,ironclad:1,RUPTURE
hp,체력,"Whenever you play a Soul, a random enemy loses {n} HP.",1,1,necrobinder:1,HAUNT
hp,체력,"Whenever you play a card this turn, the enemy loses {n} HP.",1,1,silent:1,STRANGLE
keyword,카드 키워드,Keyword: Eternal,7,7,curse:6|necrobinder:1,ASCENDERS_BANE|BAD_LUCK|CURSE_OF_THE_BELL|ENTHRALLED|FOLLY|FORBIDDEN_GRIMOIRE|GREED
keyword,카드 키워드,Keyword: Ethereal,18,18,curse:3|defect:1|event:1|necrobinder:8|regent:2|status:2|token:1,APPARITION|ASCENDERS_BANE|CLUMSY|DAZED|DEFILE|DEFY|DEMESNE|DYING_STAR|ECHO_FORM|ENFEEBLING_TOUCH|FEAR|FOLLY
keyword,카드 키워드,Keyword: Exhaust,99,99,colorless:18|curse:1|defect:16|event:9|ironclad:11|necrobinder:13|regent:8|silent:12|status:3|token:8,ADRENALINE|AFTERLIFE|ALCHEMIZE|ANOINTED|APOTHEOSIS|APPARITION|ASSASSINATE|BACKSTAB|BIG_BANG|BLADE_DANCE|BOMBARDMENT|BOOT_SEQUENCE
keyword,카드 키워드,Keyword: Innate,9,9,colorless:2|curse:2|defect:1|event:1|silent:3,APOTHEOSIS|ASSASSINATE|BACKSTAB|BOOT_SEQUENCE|DRAMATIC_ENTRANCE|FOLLY|MIND_BLAST|SUPPRESS|WRITHE
keyword,카드 키워드,Keyword: Retain,11,11,colorless:2|curse:1|necrobinder:5|silent:1|token:2,ERADICATE|LUMINESCE|POOR_SLEEP|PURITY|REAP|RESTLESSNESS|SACRIFICE|SNAKEBITE|SOVEREIGN_BLADE|SOW|SPUR
keyword,카드 키워드,Keyword: Sly,8,8,silent:8,ABRASIVE|FLICK_FLACK|HAZE|REFLEX|RICOCHET|SNEAKY|TACTICIAN|UNTOUCHABLE
keyword,카드 키워드,Keyword: Unplayable,26,26,curse:16|quest:3|status:7,ASCENDERS_BANE|BAD_LUCK|BURN|BYRDONIS_EGG|CLUMSY|CURSE_OF_THE_BELL|DAZED|DEBT|DECAY|DOUBT|FOLLY|GREED
orb,구체,"At the end of your turn, Evoke your leftmost Orb.",1,1,defect:1,CONSUMING_SHADOW
orb,구체,"At the start of the next {n} turns, Channel {n} Lightning.",1,1,defect:1,LIGHTNING_ROD
orb,구체,"At the start of your turn, Channel {n} Glass.",1,1,defect:1,SPINNER
orb,구체,"At the start of your turn, gain {n} Block for each unique Orb you have.",1,1,defect:1,COOLANT
orb,구체,"At the start of your turn, lose {n} Focus.",1,1,defect:1,BIASED_COGNITION
orb,구체,"At the start of your turn, trigger the passive ability of your rightmost Orb.",1,1,defect:1,LOOP
orb,구체,Channel Lightning equal to the Lightning already Channeled this combat.,1,1,defect:1,VOLTAIC
orb,구체,Channel X Lightning.,1,1,defect:1,TEMPEST
orb,구체,Channel {n} Dark.,5,5,defect:5,CONSUMING_SHADOW|DARKNESS|NULL|RAINBOW|SHADOW_SHIELD
orb,구체,Channel {n} Frost for each enemy.,1,1,defect:1,CHILL
orb,구체,Channel {n} Frost.,5,5,defect:5,COLD_SNAP|COOLHEADED|GLACIER|ICE_LANCE|RAINBOW
orb,구체,Channel {n} Glass.,2,2,defect:2,GLASSWORK|REFRACT
orb,구체,Channel {n} Lightning.,3,3,defect:3,BALL_LIGHTNING|RAINBOW|ZAP
orb,구체,Channel {n} Plasma.,2,2,defect:2,FUSION|METEOR_STRIKE
orb,구체,Channel {n} random Orb.,1,1,defect:1,CHAOS
orb,구체,Deal {n} damage for each Channeled Orb.,1,1,defect:1,BARRAGE
orb,구체,Draw {n} card for each unique Orb you have.,1,1,defect:1,COMPILE_DRIVER
orb,구체,Evoke all of your Orbs twice.,1,1,defect:1,SHATTER
orb,구체,Evoke your rightmost Orb X times.,1,1,defect:1,MULTI_CAST
orb,구체,Evoke your rightmost Orb twice.,1,1,defect:1,DUALCAST
orb,구체,Evoke your rightmost Orb {n} times.,1,1,defect:1,QUADCAST
orb,구체,Gain {n} Focus this turn for each unique Orb you have.,1,1,defect:1,SYNCHRONIZE
orb,구체,Gain {n} Focus this turn.,2,2,defect:2,FOCUSED_STRIKE|HOTFIX
orb,구체,Gain {n} Focus.,2,2,defect:2,BIASED_COGNITION|DEFRAGMENT
orb,구체,Gain {n} Orb Slot.,1,1,defect:1,MODDED
orb,구체,Gain {n} Orb Slots.,1,1,defect:1,CAPACITOR
orb,구체,Lose {n} Focus.,1,1,defect:1,HYPERBEAM
orb,구체,Lose {n} Orb Slot.,1,1,defect:1,BULK_UP
orb,구체,Trigger the passive ability of all Dark Orbs.,1,1,defect:1,DARKNESS
orb,구체,"Whenever you Evoke Lightning, deal {n} damage to each enemy hit.",1,1,defect:1,THUNDER
orb,구체,"Whenever you create a Status, Channel {n} random Orb.",1,1,defect:1,TRASH_TO_TREASURE
orb,구체,"Whenever you play a Power, Channel {n} Lightning.",1,1,defect:1,STORM
osty,오스티/소환,ALL players Summon {n}.,1,1,necrobinder:1,LEGION_OF_BONE
osty,오스티/소환,Choose a card in your Hand to Transform into Minion Strike.,1,1,regent:1,BEGONE
osty,오스티/소환,Choose {n} cards in your Draw Pile to Transform into Minion Dive Bombs.,1,1,regent:1,CHARGE
osty,오스티/소환,Deals additional damage equal to Osty's Max HP.,1,1,necrobinder:1,PROTECTOR
osty,오스티/소환,Deals additional damage equal to Osty's current HP.,1,1,necrobinder:1,UNLEASH
osty,오스티/소환,Deals {n} additional damage for ALL your other Osty Attacks.,1,1,necrobinder:1,SQUEEZE
osty,오스티/소환,"If Osty is alive, he deals {n} damage to ALL enemies and you gain {n} Block.",1,1,necrobinder:1,BONE_SHARDS
osty,오스티/소환,"If Osty is alive, he dies and you gain Block equal to double his Max HP.",1,1,necrobinder:1,SACRIFICE
osty,오스티/소환,"Next turn, Summon {n} and gain {n} Energy.",1,1,necrobinder:1,INVOKE
osty,오스티/소환,Osty deals {n} damage and applies {n} Vulnerable to ALL enemies.,1,1,necrobinder:1,HIGH_FIVE
osty,오스티/소환,Osty deals {n} damage to a random enemy.,1,1,token:1,SWEEPING_GAZE
osty,오스티/소환,Osty deals {n} damage.,10,10,necrobinder:10,FETCH|FLATTEN|POKE|PROTECTOR|RATTLE|RIGHT_HAND_HAND|SIC_EM|SNAP|SQUEEZE|UNLEASH
osty,오스티/소환,Osty dies.,1,1,necrobinder:1,BONE_SHARDS
osty,오스티/소환,Osty heals {n} HP.,1,1,necrobinder:1,SPUR
osty,오스티/소환,Osty's attacks deal {n} additional damage.,1,1,necrobinder:1,CALCIFY
osty,오스티/소환,Summon {n} X times.,1,1,necrobinder:1,DIRGE
osty,오스티/소환,Summon {n}.,7,7,necrobinder:7,AFTERLIFE|BODYGUARD|CLEANSE|NECRO_MASTERY|PULL_AGGRO|REANIMATE|SPUR
osty,오스티/소환,This card costs {n} Energy if Osty has attacked this turn.,1,1,necrobinder:1,FLATTEN
osty,오스티/소환,Transform any number of cards in your Hand into Minion Sacrifice.,1,1,regent:1,GUARDS
osty,오스티/소환,"Whenever Osty hits this enemy this turn, Summon {n}.",1,1,necrobinder:1,SIC_EM
osty,오스티/소환,"Whenever Osty loses HP, ALL enemies lose that much HP as well.",1,1,necrobinder:1,NECRO_MASTERY
osty,오스티/소환,"Whenever you play a Soul, Summon {n}.",1,1,necrobinder:1,DEVOUR_LIFE
restriction,사용 제약,Can only be played if every card in your Hand is an Attack.,1,1,event:1,CLASH
restriction,사용 제약,Can only be played if there are no cards in your Draw Pile.,1,1,silent:1,GRAND_FINALE
restriction,사용 제약,End your turn.,1,1,regent:1,VOID_FORM
restriction,사용 제약,"If this is in your Hand, it must be played before other cards.",1,1,curse:1,ENTHRALLED
restriction,사용 제약,"If you take unblocked attack damage this combat, die.",1,1,colorless:1,THE_GAMBIT
restriction,사용 제약,Take double damage from enemies.,1,1,ironclad:1,TANK
restriction,사용 제약,Weak enemies take double damage from Attacks.,1,1,silent:1,TRACKING
restriction,사용 제약,You cannot draw additional cards this turn.,2,2,ironclad:1|silent:1,BATTLE_TRANCE|BULLET_TIME
restriction,사용 제약,You cannot gain Block from cards for {n} turns.,1,1,colorless:1,PANIC_BUTTON
restriction,사용 제약,You cannot gain additional {n} Energy this turn.,1,1,ironclad:1,EXPECT_A_FIGHT
restriction,사용 제약,You cannot play more than {n} cards each turn.,1,1,token:1,SLOTH
restriction,사용 제약,You cannot play more than {n} cards this turn.,1,1,curse:1,NORMALITY
retain,보존,Add Retain to a card in your Hand.,1,1,necrobinder:1,SNAP
retain,보존,"At the end of your turn, Retain up to {n} card.",1,1,silent:1,WELL_LAID_PLANS
retain,보존,Retain your Hand this turn.,3,3,colorless:2|regent:1,CONVERGENCE|EQUILIBRIUM|SALVO
retain,보존,Shivs gain Retain.,1,1,silent:1,PHANTOM_BLADES
reward_meta,전투 외/보상,"At the end of combat, gain {n} Gold.",1,1,regent:1,ROYALTIES
reward_meta,전투 외/보상,"At the end of combat, you may remove a card from your Deck.",1,1,necrobinder:1,FORBIDDEN_GRIMOIRE
reward_meta,전투 외/보상,"At the end of your turn, if this is in your Hand, lose {n} Gold.",1,1,curse:1,DEBT
reward_meta,전투 외/보상,Can be hatched at a Rest Site.,1,1,quest:1,BYRDONIS_EGG
reward_meta,전투 외/보상,"If Fatal, gain an additional card reward.",1,1,silent:1,THE_HUNT
reward_meta,전투 외/보상,"If Fatal, gain {n} Gold.",1,1,colorless:1,HAND_OF_GREED
reward_meta,전투 외/보상,Marks a site of {n} extra Gold in the next Act.,1,1,quest:1,SPOILS_MAP
reward_meta,전투 외/보상,Removed from your Deck after {n} combats.,1,1,curse:1,GUILTY
reward_meta,전투 외/보상,Unlocks a special event in the next Act.,1,1,quest:1,LANTERN_KEY
scaling,가변/스케일링,Add X Souls into your Draw Pile.,1,1,necrobinder:1,DIRGE
scaling,가변/스케일링,Add {n} Shiv into your Hand for each card discarded.,1,1,silent:1,STORM_OF_STEEL
scaling,가변/스케일링,Add {n} random card into your Hand for each card Exhausted.,1,1,ironclad:1,STOKE
scaling,가변/스케일링,Allies take half damage from enemies.,1,1,ironclad:1,TANK
scaling,가변/스케일링,Apply Doom equal to damage dealt.,1,1,necrobinder:1,BLIGHT_STRIKE
scaling,가변/스케일링,Apply X Weak.,1,1,silent:1,MALAISE
scaling,가변/스케일링,"At the end of your turn, if this is in your Hand, lose {n} HP for each card in your Hand.",1,1,curse:1,REGRET
scaling,가변/스케일링,"At the start of your turn, gain {n} Block for each unique Orb you have.",1,1,defect:1,COOLANT
scaling,가변/스케일링,Channel Lightning equal to the Lightning already Channeled this combat.,1,1,defect:1,VOLTAIC
scaling,가변/스케일링,Channel X Lightning.,1,1,defect:1,TEMPEST
scaling,가변/스케일링,Channel {n} Frost for each enemy.,1,1,defect:1,CHILL
scaling,가변/스케일링,Costs {n} Energy less for each Ethereal card played this combat.,1,1,necrobinder:1,BANSHEES_CRY
scaling,가변/스케일링,Costs {n} less Energy for each Attack played this turn.,1,1,ironclad:1,STOMP
scaling,가변/스케일링,Costs {n} less Energy for each Skill played this turn.,1,1,silent:1,PINPOINT
scaling,가변/스케일링,Damage ALL other enemies equal to the damage dealt.,1,1,colorless:1,OMNISLICE
scaling,가변/스케일링,Deal damage equal to the enemy's Doom.,1,1,necrobinder:1,TIMES_UP
scaling,가변/스케일링,Deal damage equal to the number of cards in your Draw Pile.,1,1,colorless:1,MIND_BLAST
scaling,가변/스케일링,Deal damage equal to the number of cards played this combat.,1,1,colorless:1,GOLD_AXE
scaling,가변/스케일링,Deal damage equal to your Block.,1,1,ironclad:1,BODY_SLAM
scaling,가변/스케일링,Deal {n} damage X times.,3,3,necrobinder:1|regent:1|silent:1,ERADICATE|HEAVENLY_DRILL|SKEWER
scaling,가변/스케일링,Deal {n} damage for each Attack already played this turn.,1,1,silent:1,FINISHER
scaling,가변/스케일링,Deal {n} damage for each Channeled Orb.,1,1,defect:1,BARRAGE
scaling,가변/스케일링,Deal {n} damage for each Ethereal card played this combat.,1,1,necrobinder:1,PULL_FROM_BELOW
scaling,가변/스케일링,Deal {n} damage for each Skill already played this turn.,1,1,regent:1,LUNAR_BLAST
scaling,가변/스케일링,Deal {n} damage for each Skill in your Hand.,1,1,silent:1,FLECHETTES
scaling,가변/스케일링,Deal {n} damage for each card Exhausted.,1,1,ironclad:1,FIEND_FIRE
scaling,가변/스케일링,Deal {n} damage for each {n} Energy previously spent this turn.,1,1,defect:1,HELIX_DRILL
scaling,가변/스케일링,Deal {n} damage to ALL enemies X times.,1,1,ironclad:1,WHIRLWIND
scaling,가변/스케일링,Deal {n} damage to ALL enemies for each {n} Stars gained this turn.,1,1,regent:1,RADIATE
scaling,가변/스케일링,Deal {n} damage to a random enemy X times.,2,2,colorless:1|regent:1,STARDUST|VOLLEY
scaling,가변/스케일링,Deal {n} damage to a random enemy for each card Exhausted.,1,1,defect:1,FLAK_CANNON
scaling,가변/스케일링,Deals additional damage equal to Osty's Max HP.,1,1,necrobinder:1,PROTECTOR
scaling,가변/스케일링,Deals additional damage equal to Osty's current HP.,1,1,necrobinder:1,UNLEASH
scaling,가변/스케일링,Deals {n} additional damage for ALL your cards containing “Strike”.,1,1,ironclad:1,PERFECTED_STRIKE
