card_id,name_ko,name_en,pool,rarity,cost,source,clause_index,family,family_ko,polarity,scaling_or_conditional,template_en,clause_en,clause_ko,numeric_values,structured_stats
FUEL,연료,Fuel,token,Token,E0,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":1,""hp_loss"":null,""vars"":{""Energy"":1,""Cards"":1},""upgrade"":{""cards"":""+1""}}"
FURNACE,용광로,Furnace,regent,Uncommon,E1,body,1,forge,제련,positive_or_mixed,False,"At the start of your turn, Forge {n}.","At the start of your turn, Forge 5.","내 턴 시작 시, 단조 5.",5,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Forge"":5},""upgrade"":{""forge"":""+2""}}"
FURNACE,용광로,Furnace,regent,Uncommon,E1,body,1,trigger,지속/발동기,positive_or_mixed,False,"At the start of your turn, Forge {n}.","At the start of your turn, Forge 5.","내 턴 시작 시, 단조 5.",5,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Forge"":5},""upgrade"":{""forge"":""+2""}}"
FUSION,융합,Fusion,defect,Uncommon,E1,body,1,orb,구체,positive_or_mixed,False,Channel {n} Plasma.,Channel 1 Plasma.,플라즈마를 1번 영창합니다.,1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""remove_exhaust"":1}}"
FUSION,융합,Fusion,defect,Uncommon,E1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""remove_exhaust"":1}}"
GAMMA_BLAST,감마 세례,Gamma Blast,regent,Uncommon,E0+S3,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 13 damage.,피해를 13 줍니다.,13,"{""damage"":13,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":13,""VulnerablePower"":2,""Vulnerable"":2,""WeakPower"":2,""Weak"":2,""StarCost"":3},""upgrade"":{""damage"":""+5""}}"
GAMMA_BLAST,감마 세례,Gamma Blast,regent,Uncommon,E0+S3,body,2,debuff,약화 효과,positive_or_mixed,False,Apply {n} Weak.,Apply 2 Weak.,약화를 2 부여합니다.,2,"{""damage"":13,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":13,""VulnerablePower"":2,""Vulnerable"":2,""WeakPower"":2,""Weak"":2,""StarCost"":3},""upgrade"":{""damage"":""+5""}}"
GAMMA_BLAST,감마 세례,Gamma Blast,regent,Uncommon,E0+S3,body,3,debuff,약화 효과,positive_or_mixed,False,Apply {n} Vulnerable.,Apply 2 Vulnerable.,취약을 2 부여합니다.,2,"{""damage"":13,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":13,""VulnerablePower"":2,""Vulnerable"":2,""WeakPower"":2,""Weak"":2,""StarCost"":3},""upgrade"":{""damage"":""+5""}}"
GANG_UP,집단 공격,Gang Up,colorless,Uncommon,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 5 damage.,피해를 5 줍니다.,5,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":5,""ExtraDamage"":5,""CalculatedDamage"":5},""upgrade"":{""extradamage"":""+2""}}"
GANG_UP,집단 공격,Gang Up,colorless,Uncommon,E1,body,2,ally,협동,positive_or_mixed,True,Deals {n} additional damage for each time another player has attacked the enemy this turn.,Deals 5 additional damage for each time another player has attacked the enemy this turn.,이번 턴에 다른 플레이어가 대상 적을 공격한 횟수당 피해량이 5 증가합니다.,5,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":5,""ExtraDamage"":5,""CalculatedDamage"":5},""upgrade"":{""extradamage"":""+2""}}"
GANG_UP,집단 공격,Gang Up,colorless,Uncommon,E1,body,2,damage,피해,positive_or_mixed,True,Deals {n} additional damage for each time another player has attacked the enemy this turn.,Deals 5 additional damage for each time another player has attacked the enemy this turn.,이번 턴에 다른 플레이어가 대상 적을 공격한 횟수당 피해량이 5 증가합니다.,5,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":5,""ExtraDamage"":5,""CalculatedDamage"":5},""upgrade"":{""extradamage"":""+2""}}"
GANG_UP,집단 공격,Gang Up,colorless,Uncommon,E1,body,2,scaling,가변/스케일링,positive_or_mixed,True,Deals {n} additional damage for each time another player has attacked the enemy this turn.,Deals 5 additional damage for each time another player has attacked the enemy this turn.,이번 턴에 다른 플레이어가 대상 적을 공격한 횟수당 피해량이 5 증가합니다.,5,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":5,""ExtraDamage"":5,""CalculatedDamage"":5},""upgrade"":{""extradamage"":""+2""}}"
GATHER_LIGHT,빛 거두기,Gather Light,regent,Common,E1,body,1,block,방어도,positive_or_mixed,False,Gain {n} Block.,Gain 8 Block.,방어도를 8 얻습니다.,8,"{""damage"":null,""block"":8,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":8,""Stars"":1},""upgrade"":{""block"":""+3""}}"
GATHER_LIGHT,빛 거두기,Gather Light,regent,Common,E1,body,2,stars,별,positive_or_mixed,False,Gain {n} Stars.,Gain 1 Stars.,1 Stars을 얻습니다.,1,"{""damage"":null,""block"":8,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":8,""Stars"":1},""upgrade"":{""block"":""+3""}}"
GENESIS,창세,Genesis,regent,Rare,E2,body,1,stars,별,positive_or_mixed,False,"At the start of your turn, gain {n} Stars.","At the start of your turn, gain 2 Stars.","내 턴 시작 시, 2 Stars을 얻습니다.",2,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""StarsPerTurn"":2},""upgrade"":{""starsperturn"":""+1""}}"
GENESIS,창세,Genesis,regent,Rare,E2,body,1,trigger,지속/발동기,positive_or_mixed,False,"At the start of your turn, gain {n} Stars.","At the start of your turn, gain 2 Stars.","내 턴 시작 시, 2 Stars을 얻습니다.",2,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""StarsPerTurn"":2},""upgrade"":{""starsperturn"":""+1""}}"
GENETIC_ALGORITHM,유전 알고리즘,Genetic Algorithm,defect,Rare,E1,body,1,block,방어도,positive_or_mixed,False,Gain {n} Block.,Gain 1 Block.,방어도를 1 얻습니다.,1,"{""damage"":null,""block"":1,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Increase"":3,""Block"":1},""upgrade"":{""increase"":""+1""}}"
GENETIC_ALGORITHM,유전 알고리즘,Genetic Algorithm,defect,Rare,E1,body,2,block,방어도,positive_or_mixed,False,Permanently increase this card's Block by {n}.,Permanently increase this card's Block by 3.,이 카드로 얻는 방어도가 영구적으로 3 증가합니다.,3,"{""damage"":null,""block"":1,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Increase"":3,""Block"":1},""upgrade"":{""increase"":""+1""}}"
GENETIC_ALGORITHM,유전 알고리즘,Genetic Algorithm,defect,Rare,E1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":null,""block"":1,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Increase"":3,""Block"":1},""upgrade"":{""increase"":""+1""}}"
GIANT_ROCK,거대한 바위,Giant Rock,token,Token,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 16 damage.,피해를 16 줍니다.,16,"{""damage"":16,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":16},""upgrade"":{""damage"":""+4""}}"
GLACIER,빙하,Glacier,defect,Uncommon,E2,body,1,block,방어도,positive_or_mixed,False,Gain {n} Block.,Gain 6 Block.,방어도를 6 얻습니다.,6,"{""damage"":null,""block"":6,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":6},""upgrade"":{""block"":""+3""}}"
GLACIER,빙하,Glacier,defect,Uncommon,E2,body,2,orb,구체,positive_or_mixed,False,Channel {n} Frost.,Channel 2 Frost.,냉기를 2번 영창합니다.,2,"{""damage"":null,""block"":6,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":6},""upgrade"":{""block"":""+3""}}"
GLASSWORK,유리 공예,Glasswork,defect,Uncommon,E1,body,1,block,방어도,positive_or_mixed,False,Gain {n} Block.,Gain 5 Block.,방어도를 5 얻습니다.,5,"{""damage"":null,""block"":5,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":5},""upgrade"":{""block"":""+3""}}"
GLASSWORK,유리 공예,Glasswork,defect,Uncommon,E1,body,2,orb,구체,positive_or_mixed,False,Channel {n} Glass.,Channel 1 Glass.,유리를 1번 영창합니다.,1,"{""damage"":null,""block"":5,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":5},""upgrade"":{""block"":""+3""}}"
GLIMMER,희미한 빛,Glimmer,regent,Uncommon,E1,body,1,draw,카드 뽑기,positive_or_mixed,False,Draw {n} cards.,Draw 3 cards.,카드를 3장 뽑습니다.,3,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""PutBack"":1,""Cards"":3},""upgrade"":{""cards"":""+1""}}"
GLIMMER,희미한 빛,Glimmer,regent,Uncommon,E1,body,2,draw,카드 뽑기,positive_or_mixed,False,Put {n} card from your Hand on top of your Draw Pile.,Put 1 card from your Hand on top of your Draw Pile.,손에 있는 카드 1장을 뽑을 카드 더미 맨 위에 놓습니다.,1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""PutBack"":1,""Cards"":3},""upgrade"":{""cards"":""+1""}}"
GLIMMER,희미한 빛,Glimmer,regent,Uncommon,E1,body,2,card_move,카드 이동/탐색,positive_or_mixed,False,Put {n} card from your Hand on top of your Draw Pile.,Put 1 card from your Hand on top of your Draw Pile.,손에 있는 카드 1장을 뽑을 카드 더미 맨 위에 놓습니다.,1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""PutBack"":1,""Cards"":3},""upgrade"":{""cards"":""+1""}}"
GLIMPSE_BEYOND,경계 엿보기,Glimpse Beyond,necrobinder,Rare,E1,body,1,ally,협동,positive_or_mixed,False,ALL players add {n} Souls into their Draw Pile.,ALL players add 3 Souls into their Draw Pile.,모든 플레이어의 뽑을 카드 더미에 영혼을 3장 추가합니다.,3,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":3},""upgrade"":{""cards"":""+1""}}"
GLIMPSE_BEYOND,경계 엿보기,Glimpse Beyond,necrobinder,Rare,E1,body,1,draw,카드 뽑기,positive_or_mixed,False,ALL players add {n} Souls into their Draw Pile.,ALL players add 3 Souls into their Draw Pile.,모든 플레이어의 뽑을 카드 더미에 영혼을 3장 추가합니다.,3,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":3},""upgrade"":{""cards"":""+1""}}"
GLIMPSE_BEYOND,경계 엿보기,Glimpse Beyond,necrobinder,Rare,E1,body,1,card_create,카드 생성,positive_or_mixed,False,ALL players add {n} Souls into their Draw Pile.,ALL players add 3 Souls into their Draw Pile.,모든 플레이어의 뽑을 카드 더미에 영혼을 3장 추가합니다.,3,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":3},""upgrade"":{""cards"":""+1""}}"
GLIMPSE_BEYOND,경계 엿보기,Glimpse Beyond,necrobinder,Rare,E1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":3,""energy_gain"":null,""hp_loss"":null,""vars"":{""Cards"":3},""upgrade"":{""cards"":""+1""}}"
GLITTERSTREAM,빛의 흐름,Glitterstream,regent,Common,E2,body,1,block,방어도,positive_or_mixed,False,Gain {n} Block.,Gain 11 Block.,방어도를 11 얻습니다.,11,"{""damage"":null,""block"":11,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""BlockNextTurn"":5,""Block"":11},""upgrade"":{""block"":""+2"",""blocknextturn"":""+2""}}"
GLITTERSTREAM,빛의 흐름,Glitterstream,regent,Common,E2,body,2,block,방어도,positive_or_mixed,False,"Next turn, gain {n} Block.","Next turn, gain 5 Block.","다음 턴에, 방어도를 5 얻습니다.",5,"{""damage"":null,""block"":11,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""BlockNextTurn"":5,""Block"":11},""upgrade"":{""block"":""+2"",""blocknextturn"":""+2""}}"
GLITTERSTREAM,빛의 흐름,Glitterstream,regent,Common,E2,body,2,trigger,지속/발동기,positive_or_mixed,False,"Next turn, gain {n} Block.","Next turn, gain 5 Block.","다음 턴에, 방어도를 5 얻습니다.",5,"{""damage"":null,""block"":11,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""BlockNextTurn"":5,""Block"":11},""upgrade"":{""block"":""+2"",""blocknextturn"":""+2""}}"
GLOW,광채,Glow,regent,Common,E1,body,1,stars,별,positive_or_mixed,False,Gain {n} Stars.,Gain 1 Stars.,1 Stars을 얻습니다.,1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Stars"":1,""Cards"":1},""upgrade"":{""stars"":""+1""}}"
GLOW,광채,Glow,regent,Common,E1,body,2,draw,카드 뽑기,positive_or_mixed,False,Draw {n} card.,Draw 1 card.,카드를 1장 뽑습니다.,1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Stars"":1,""Cards"":1},""upgrade"":{""stars"":""+1""}}"
GLOW,광채,Glow,regent,Common,E1,body,3,draw,카드 뽑기,positive_or_mixed,False,"Next turn, draw {n} card.","Next turn, draw 1 card.","다음 턴에, 카드를 1장 뽑습니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Stars"":1,""Cards"":1},""upgrade"":{""stars"":""+1""}}"
GLOW,광채,Glow,regent,Common,E1,body,3,trigger,지속/발동기,positive_or_mixed,False,"Next turn, draw {n} card.","Next turn, draw 1 card.","다음 턴에, 카드를 1장 뽑습니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Stars"":1,""Cards"":1},""upgrade"":{""stars"":""+1""}}"
GOLD_AXE,황금 도끼,Gold Axe,colorless,Rare,E1,body,1,damage,피해,positive_or_mixed,True,Deal damage equal to the number of cards played this combat.,Deal damage equal to the number of cards played this combat.,이번 전투 동안 사용한 카드의 수와 동일한 만큼의 피해를 줍니다.,,"{""damage"":0,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":0,""ExtraDamage"":1,""CalculatedDamage"":0},""upgrade"":{""add_retain"":1}}"
GOLD_AXE,황금 도끼,Gold Axe,colorless,Rare,E1,body,1,card_play,추가 사용/재사용,positive_or_mixed,True,Deal damage equal to the number of cards played this combat.,Deal damage equal to the number of cards played this combat.,이번 전투 동안 사용한 카드의 수와 동일한 만큼의 피해를 줍니다.,,"{""damage"":0,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":0,""ExtraDamage"":1,""CalculatedDamage"":0},""upgrade"":{""add_retain"":1}}"
GOLD_AXE,황금 도끼,Gold Axe,colorless,Rare,E1,body,1,scaling,가변/스케일링,positive_or_mixed,True,Deal damage equal to the number of cards played this combat.,Deal damage equal to the number of cards played this combat.,이번 전투 동안 사용한 카드의 수와 동일한 만큼의 피해를 줍니다.,,"{""damage"":0,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":0,""ExtraDamage"":1,""CalculatedDamage"":0},""upgrade"":{""add_retain"":1}}"
GO_FOR_THE_EYES,눈 할퀴기,Go for the Eyes,defect,Common,E0,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 3 damage.,피해를 3 줍니다.,3,"{""damage"":3,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":3,""WeakPower"":1,""Weak"":1},""upgrade"":{""damage"":""+1"",""weak"":""+1""}}"
GO_FOR_THE_EYES,눈 할퀴기,Go for the Eyes,defect,Common,E0,body,2,debuff,약화 효과,positive_or_mixed,False,"If the enemy intends to attack, apply {n} Weak.","If the enemy intends to attack, apply 1 Weak.",적이 공격할 의도가 있다면 약화를 1 부여합니다.,1,"{""damage"":3,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":3,""WeakPower"":1,""Weak"":1},""upgrade"":{""damage"":""+1"",""weak"":""+1""}}"
GO_FOR_THE_EYES,눈 할퀴기,Go for the Eyes,defect,Common,E0,body,2,enemy_control,적 제어,positive_or_mixed,False,"If the enemy intends to attack, apply {n} Weak.","If the enemy intends to attack, apply 1 Weak.",적이 공격할 의도가 있다면 약화를 1 부여합니다.,1,"{""damage"":3,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":3,""WeakPower"":1,""Weak"":1},""upgrade"":{""damage"":""+1"",""weak"":""+1""}}"
GO_FOR_THE_EYES,눈 할퀴기,Go for the Eyes,defect,Common,E0,body,2,trigger,지속/발동기,positive_or_mixed,False,"If the enemy intends to attack, apply {n} Weak.","If the enemy intends to attack, apply 1 Weak.",적이 공격할 의도가 있다면 약화를 1 부여합니다.,1,"{""damage"":3,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":3,""WeakPower"":1,""Weak"":1},""upgrade"":{""damage"":""+1"",""weak"":""+1""}}"
GRAND_FINALE,대단원의 막,Grand Finale,silent,Rare,E0,body,1,draw,카드 뽑기,positive_or_mixed,False,Can only be played if there are no cards in your Draw Pile.,Can only be played if there are no cards in your Draw Pile.,뽑을 카드 더미에 카드가 없을 때만 사용할 수 있습니다.,,"{""damage"":60,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":60},""upgrade"":{""damage"":""+15""}}"
GRAND_FINALE,대단원의 막,Grand Finale,silent,Rare,E0,body,1,card_play,추가 사용/재사용,positive_or_mixed,False,Can only be played if there are no cards in your Draw Pile.,Can only be played if there are no cards in your Draw Pile.,뽑을 카드 더미에 카드가 없을 때만 사용할 수 있습니다.,,"{""damage"":60,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":60},""upgrade"":{""damage"":""+15""}}"
GRAND_FINALE,대단원의 막,Grand Finale,silent,Rare,E0,body,1,restriction,사용 제약,positive_or_mixed,False,Can only be played if there are no cards in your Draw Pile.,Can only be played if there are no cards in your Draw Pile.,뽑을 카드 더미에 카드가 없을 때만 사용할 수 있습니다.,,"{""damage"":60,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":60},""upgrade"":{""damage"":""+15""}}"
GRAND_FINALE,대단원의 막,Grand Finale,silent,Rare,E0,body,2,damage,피해,positive_or_mixed,False,Deal {n} damage to ALL enemies.,Deal 60 damage to ALL enemies.,모든 적에게 피해를 60 줍니다.,60,"{""damage"":60,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":60},""upgrade"":{""damage"":""+15""}}"
GRAVEBLAST,무덤 폭발,Graveblast,necrobinder,Common,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 4 damage.,피해를 4 줍니다.,4,"{""damage"":4,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":4},""upgrade"":{""damage"":""+2"",""remove_exhaust"":1}}"
GRAVEBLAST,무덤 폭발,Graveblast,necrobinder,Common,E1,body,2,discard,버리기,positive_or_mixed,False,Put a card from your Discard Pile into your Hand.,Put a card from your Discard Pile into your Hand.,버린 카드 더미에서 카드를 1장 손으로 가져옵니다.,,"{""damage"":4,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":4},""upgrade"":{""damage"":""+2"",""remove_exhaust"":1}}"
GRAVEBLAST,무덤 폭발,Graveblast,necrobinder,Common,E1,body,2,card_move,카드 이동/탐색,positive_or_mixed,False,Put a card from your Discard Pile into your Hand.,Put a card from your Discard Pile into your Hand.,버린 카드 더미에서 카드를 1장 손으로 가져옵니다.,,"{""damage"":4,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":4},""upgrade"":{""damage"":""+2"",""remove_exhaust"":1}}"
GRAVEBLAST,무덤 폭발,Graveblast,necrobinder,Common,E1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":4,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":4},""upgrade"":{""damage"":""+2"",""remove_exhaust"":1}}"
GRAVE_WARDEN,무덤지기,Grave Warden,necrobinder,Common,E1,body,1,block,방어도,positive_or_mixed,False,Gain {n} Block.,Gain 8 Block.,방어도를 8 얻습니다.,8,"{""damage"":null,""block"":8,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":8,""Cards"":1},""upgrade"":{""block"":""+3""}}"
GRAVE_WARDEN,무덤지기,Grave Warden,necrobinder,Common,E1,body,2,draw,카드 뽑기,positive_or_mixed,False,Add a Soul into your Draw Pile.,Add a Soul into your Draw Pile.,뽑을 카드 더미에 영혼을 1장 추가합니다.,,"{""damage"":null,""block"":8,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":8,""Cards"":1},""upgrade"":{""block"":""+3""}}"
GRAVE_WARDEN,무덤지기,Grave Warden,necrobinder,Common,E1,body,2,card_create,카드 생성,positive_or_mixed,False,Add a Soul into your Draw Pile.,Add a Soul into your Draw Pile.,뽑을 카드 더미에 영혼을 1장 추가합니다.,,"{""damage"":null,""block"":8,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":8,""Cards"":1},""upgrade"":{""block"":""+3""}}"
GREED,탐욕,Greed,curse,Curse,E-1,body,1,empty,효과 없음,positive_or_mixed,False,(empty),,,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":null}"
GREED,탐욕,Greed,curse,Curse,E-1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Unplayable,Keyword: Unplayable,키워드: 사용불가,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":null}"
GREED,탐욕,Greed,curse,Curse,E-1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Eternal,Keyword: Eternal,키워드: 영구,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":null}"
GUARDS,막아라!!!,GUARDS!!!,regent,Rare,E2,body,1,card_transform,변화,positive_or_mixed,True,Transform any number of cards in your Hand into Minion Sacrifice.,Transform any number of cards in your Hand into Minion Sacrifice.,손에 있는 카드를 원하는 만큼 하수인 희생으로 변화시킵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""description_changed"":1}}"
GUARDS,막아라!!!,GUARDS!!!,regent,Rare,E2,body,1,osty,오스티/소환,positive_or_mixed,True,Transform any number of cards in your Hand into Minion Sacrifice.,Transform any number of cards in your Hand into Minion Sacrifice.,손에 있는 카드를 원하는 만큼 하수인 희생으로 변화시킵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""description_changed"":1}}"
GUARDS,막아라!!!,GUARDS!!!,regent,Rare,E2,body,1,scaling,가변/스케일링,positive_or_mixed,True,Transform any number of cards in your Hand into Minion Sacrifice.,Transform any number of cards in your Hand into Minion Sacrifice.,손에 있는 카드를 원하는 만큼 하수인 희생으로 변화시킵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""description_changed"":1}}"
GUARDS,막아라!!!,GUARDS!!!,regent,Rare,E2,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""description_changed"":1}}"
GUIDING_STAR,길잡이별,Guiding Star,regent,Common,E1+S2,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 12 damage.,피해를 12 줍니다.,12,"{""damage"":12,""block"":null,""hit_count"":null,""cards_draw"":2,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":12,""Cards"":2,""StarCost"":2},""upgrade"":{""damage"":""+1"",""cards"":""+1""}}"
GUIDING_STAR,길잡이별,Guiding Star,regent,Common,E1+S2,body,2,draw,카드 뽑기,positive_or_mixed,False,Draw {n} cards.,Draw 2 cards.,카드를 2장 뽑습니다.,2,"{""damage"":12,""block"":null,""hit_count"":null,""cards_draw"":2,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":12,""Cards"":2,""StarCost"":2},""upgrade"":{""damage"":""+1"",""cards"":""+1""}}"
GUILTY,죄책감,Guilty,curse,Curse,E-1,body,1,reward_meta,전투 외/보상,positive_or_mixed,False,Removed from your Deck after {n} combats.,Removed from your Deck after 5 combats.,5번의 전투 후에 덱에서 제거됩니다.,5,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Combats"":5},""upgrade"":null}"
