card_id,name_ko,name_en,pool,rarity,cost,type,score_low,score_baseline,score_high,score_width,confidence_score,confidence_grade,low_confidence_effects,fallback_effects,benchmark_v4,benchmark_method,benchmark_comparable,residual_low,residual_baseline,residual_high,rank_low_scenario,rank_baseline_scenario,rank_high_scenario,rank_span,rank_stability,rules,description_en
FETCH,회수,Fetch,necrobinder,Uncommon,E0,Attack,1.35,2.225,2.6,1.25,0.772,B,1,0,4.3,v3_table,True,-2.95,-2.075,-1.7,75,84,86,11,0.874,atomic_fixed+condition_probability|atomic_osty_damage,"Osty deals 3 damage. If this is the first time this card has been played this turn, draw 1 card."
BEGONE,물렀거라!,BEGONE!,regent,Common,E1,Skill,3.25,3.25,3.25,0.0,0.72,B,0,0,5.3,v3_table,True,-2.05,-2.05,-2.05,50,65,73,23,0.736,transform_to_minion_strike,Choose a card in your Hand to Transform into Minion Strike.
SURVIVOR,생존자,Survivor,silent,Basic,E1,Skill,5.05,5.05,5.05,0.0,1.0,A,0,0,3.0,v3_table,True,2.05,2.05,2.05,28,63,72,44,0.494,atomic_fixed,Gain 8 Block. Discard 1 card.
BASH,강타,Bash,ironclad,Basic,E2,Attack,8.0,8.0,8.0,0.0,0.86,B,0,0,6.0,v3_table,True,2.0,2.0,2.0,15,33,56,41,0.523,atomic_fixed,Deal 8 damage. Apply 2 Vulnerable.
BOMBARDMENT,포격,Bombardment,regent,Rare,E3,Attack,13.0,22.0,28.0,15.0,0.65,C,1,0,20.0,v3_table,True,-7.0,2.0,8.0,6,2,7,5,0.943,atomic_fixed|keyword_exhaust|self_auto_replay,"Deal 18 damage. At the start of your turn, if this is in your Exhaust Pile, play it."
HIDDEN_GEM,숨겨진 보석,Hidden Gem,colorless,Rare,E1,Skill,3.0,7.0,12.0,9.0,0.42,C,1,0,9.0,v3_table,True,-6.0,-2.0,3.0,37,29,29,8,0.873,atomic_random_replay,A random card without Replay in your Draw Pile gains Replay 2.
HOLOGRAM,홀로그램,Hologram,defect,Common,E1,Skill,3.3,3.3,3.3,0.0,0.947,A,0,0,5.3,v3_table,True,-2.0,-2.0,-2.0,49,75,79,30,0.655,atomic_fixed|atomic_retrieve_hand|keyword_exhaust,Gain 3 Block. Put a card from your Discard Pile into your Hand.
INFERNAL_BLADE,지옥검,Infernal Blade,ironclad,Uncommon,E1,Skill,4.5,4.5,4.5,0.0,0.689,C,1,0,6.5,v3_table,True,-2.0,-2.0,-2.0,44,72,82,38,0.558,atomic_free_generated_card|atomic_random_attack_card|keyword_exhaust,Add a random Attack into your Hand. It's free to play this turn.
NOT_YET,불굴,Not Yet,ironclad,Rare,E2,Skill,6.5,19.0,31.5,25.0,0.434,C,1,0,17.0,v3_table,True,-10.5,2.0,14.5,17,4,11,13,0.849,atomic_heal_meta|keyword_exhaust,Heal 10 HP.
RAGE,격노,Rage,ironclad,Uncommon,E0,Skill,1.8,6.3,32.4,30.6,0.72,C,0,0,4.3,v3_table,True,-2.5,2.0,28.1,74,52,9,65,0.244,atomic_fixed+event_triggers,"Whenever you play an Attack this turn, gain 3 Block."
TRANSFIGURE,변형,Transfigure,necrobinder,Rare,E1,Skill,-0.5,4.5,16.5,17.0,0.511,C,1,0,6.5,v3_table,True,-7.0,-2.0,10.0,82,70,34,48,0.448,cost_increase|keyword_exhaust|selected_replay_with_combo_range,Add Replay to a card in your Hand. It costs an extra 1 Energy.
PARSE,분석,Parse,necrobinder,Uncommon,E1,Skill,4.55,4.55,4.55,0.0,0.72,B,0,0,6.5,v3_table,True,-1.95,-1.95,-1.95,45,68,76,31,0.644,atomic_fixed|keyword_ethereal,Draw 3 cards.
STAMPEDE,쇄도,Stampede,ironclad,Uncommon,E2,Power,5.25,12.95,21.0,15.75,0.42,C,1,0,11.0,v3_table,True,-5.75,1.95,10.0,29,15,26,14,0.837,recurring_random_attack_autoplay,"At the end of your turn, 1 random Attack in your Hand is played against a random enemy."
DANSE_MACABRE,죽음의 무도,Danse Macabre,necrobinder,Uncommon,E1,Power,2.4,8.4,43.2,40.8,0.42,C,1,0,6.5,v3_table,True,-4.1,1.9,36.7,66,35,5,61,0.299,atomic_fixed+event_triggers,"Whenever you play a card that costs 2 Energy or more, gain 4 Block."
DEATH_MARCH,죽음의 행진,Death March,necrobinder,Uncommon,E1,Attack,6.0,8.4,24.0,18.0,0.852,C,0,0,6.5,v3_table,True,-0.5,1.9,17.5,23,36,14,22,0.747,additional_damage_scaling|atomic_fixed,Deal 8 damage. Deals 4 additional damage for each card drawn during your turn.
DRUM_OF_BATTLE,전투의 북소리,Drum of Battle,ironclad,Uncommon,E1,Skill,8.4,8.4,8.4,0.0,0.72,B,0,0,6.5,v3_table,True,1.9,1.9,1.9,14,30,55,41,0.523,atomic_fixed|self_exhaust_energy,"Draw 2 cards. When this card is Exhausted, gain 2 Energy."
SPIRIT_OF_ASH,잿빛 혼령,Spirit of Ash,necrobinder,Rare,E1,Power,2.4,8.4,43.2,40.8,0.72,C,0,0,6.5,v3_table,True,-4.1,1.9,36.7,67,37,6,61,0.299,atomic_fixed+event_triggers,"Whenever you play an Ethereal card, gain 4 Block."
MACHINE_LEARNING,기계학습,Machine Learning,defect,Rare,E1,Power,1.875,4.625,7.5,5.625,0.42,C,1,0,6.5,v3_table,True,-4.625,-1.875,1.0,71,66,55,16,0.816,atomic_fixed+recurring_turns,"At the start of your turn, draw 1 additional card."
IMPATIENCE,성급함,Impatience,colorless,Uncommon,E0,Skill,0.0,2.38,3.4,3.4,0.42,C,1,0,4.25,v3_table,True,-4.25,-1.87,-0.85,59,61,58,3,0.952,atomic_fixed+condition_probability,"If you have no Attacks in your Hand, draw 2 cards."
CAPTURE_SPIRIT,혼령 포획,Capture Spirit,necrobinder,Uncommon,E1,Skill,4.65,4.65,4.65,0.0,0.819,B,0,0,6.5,v3_table,True,-1.85,-1.85,-1.85,43,67,75,32,0.632,atomic_fixed|atomic_hp_bypass,Enemy loses 3 HP. Add 3 Souls into your Draw Pile.
LIFT,부양,Lift,colorless,Uncommon,E1,Skill,4.95,4.95,4.95,0.0,0.72,B,0,0,6.8,v3_table,True,-1.85,-1.85,-1.85,25,46,51,26,0.587,coop_block,Give another player 11 Block.
DISCOVERY,발견,Discovery,colorless,Uncommon,E1,Skill,4.0,5.0,6.5,2.5,0.67,C,1,0,6.8,v3_table,True,-2.8,-1.8,-0.3,29,43,48,19,0.698,atomic_free_generated_card|discover_card|keyword_exhaust,Choose 1 of 3 random cards to add into your Hand. It's free to play this turn.
GRAVEBLAST,무덤 폭발,Graveblast,necrobinder,Common,E1,Attack,3.5,3.5,3.5,0.0,0.949,A,0,0,5.3,v3_table,True,-1.8,-1.8,-1.8,52,78,80,28,0.678,atomic_fixed|atomic_retrieve_hand|keyword_exhaust,Deal 4 damage. Put a card from your Discard Pile into your Hand.
ROYAL_GAMBLE,성대한 도박,Royal Gamble,regent,Uncommon,E0+S5,Skill,2.5,2.5,2.5,0.0,0.432,C,2,0,4.3,energy_table_star_cost_separated,True,-1.8,-1.8,-1.8,63,80,83,20,0.77,atomic_fixed|cost_star_spend|keyword_exhaust,Gain 9 Stars.
SCULPTING_STRIKE,조각 타격,Sculpting Strike,necrobinder,Common,E1,Attack,3.5,3.5,3.5,0.0,1.0,A,0,0,5.3,v3_table,True,-1.8,-1.8,-1.8,53,79,81,28,0.678,atomic_fixed|atomic_grant_ethereal,Deal 9 damage. Add Ethereal to a card in your Hand.
UNDEATH,불사,Undeath,necrobinder,Rare,E0,Skill,3.7,4.7,6.7,3.0,0.912,B,1,0,6.5,v3_table,True,-2.8,-1.8,0.2,49,66,58,17,0.805,atomic_copy_self_discard|atomic_fixed,Gain 7 Block. Add a copy of this card into your Discard Pile.
ESCAPE_PLAN,탈출구,Escape Plan,silent,Uncommon,E0,Skill,1.25,2.51,3.05,1.8,0.569,C,1,0,4.3,v3_table,True,-3.05,-1.79,-1.25,74,82,81,8,0.908,atomic_fixed|atomic_fixed+condition_probability,"Draw 1 card. If you draw a Skill, gain 3 Block."
LETHALITY,치사성,Lethality,necrobinder,Uncommon,E1,Power,2.75,8.25,14.0,11.25,0.449,C,1,0,6.5,v3_table,True,-3.75,1.75,7.5,61,38,39,23,0.736,first_attack_percent_bonus|keyword_ethereal,The first Attack each turn deals 50% additional damage.
PURITY,순수,Purity,colorless,Uncommon,E0,Skill,2.5,2.5,2.5,0.0,0.72,B,0,0,4.25,v3_table,True,-1.75,-1.75,-1.75,42,59,61,19,0.698,keyword_exhaust|keyword_retain|selected_exhaust_three,Exhaust up to 3 cards in your Hand.
ROCKET_PUNCH,로켓 펀치,Rocket Punch,defect,Uncommon,E2,Attack,12.75,12.75,12.75,0.0,0.863,B,0,0,11.0,v3_table,True,1.75,1.75,1.75,5,12,41,36,0.586,atomic_fixed|cost_to_zero,"Deal 13 damage. Draw 1 card. Whenever you create a Status, reduce this card's cost to 0 Energy until played."
CHILL,오한,Chill,defect,Uncommon,E0,Skill,2.2,6.04,31.0,28.8,0.457,C,1,0,4.3,v3_table,True,-2.1,1.74,26.7,66,48,10,56,0.356,atomic_fixed+scaling_count|keyword_exhaust,Channel 1 Frost for each enemy.
MANIFEST_AUTHORITY,권위 행사,Manifest Authority,regent,Uncommon,E1,Skill,8.2,8.2,8.2,0.0,0.717,B,1,0,6.5,v3_table,True,1.7,1.7,1.7,16,24,48,32,0.632,atomic_fixed|atomic_random_colorless_card,Gain 7 Block. Add 1 random Colorless card into your Hand.
REBOOT,다시 시작,Reboot,defect,Rare,E0,Skill,7.2,8.2,9.7,2.5,0.676,C,1,0,6.5,v3_table,True,0.7,1.7,3.2,19,34,47,28,0.678,atomic_fixed|keyword_exhaust|shuffle_all_piles,Shuffle ALL your cards into your Draw Pile. Draw 4 cards.
EVIL_EYE,악마의 눈,Evil Eye,ironclad,Uncommon,E1,Skill,4.8,8.16,9.6,4.8,0.885,B,0,0,6.5,v3_table,True,-1.7,1.66,3.1,40,31,50,19,0.779,atomic_fixed|conditional_extra_block,Gain 8 Block. Gain another 8 Block if you have Exhausted a card this turn.
DOMINATE,제압,Dominate,ironclad,Uncommon,E1,Skill,4.25,8.15,33.5,29.25,0.507,C,1,0,6.5,v3_table,True,-2.25,1.65,27.0,48,32,6,42,0.512,atomic_fixed|atomic_fixed+scaling_count|keyword_exhaust,Apply 1 Vulnerable. Gain 1 Strength for each Vulnerable on the enemy.
SNAP,넘기기,Snap,necrobinder,Common,E1,Attack,3.65,3.65,3.65,0.0,1.0,A,0,0,5.3,v3_table,True,-1.65,-1.65,-1.65,50,75,79,29,0.667,atomic_grant_retain|atomic_osty_damage,Osty deals 7 damage. Add Retain to a card in your Hand.
FLANKING,측면 공격,Flanking,silent,Uncommon,E2,Skill,3.75,9.375,18.75,15.0,0.42,C,1,0,11.0,v3_table,True,-7.25,-1.625,7.75,44,19,18,26,0.701,coop_double_attack_damage,The enemy takes double attack damage from other players this turn.
ADRENALINE,아드레날린,Adrenaline,silent,Rare,E0,Skill,4.9,4.9,4.9,0.0,0.72,B,0,0,6.5,v3_table,True,-1.6,-1.6,-1.6,33,68,76,43,0.506,atomic_fixed|keyword_exhaust,Gain 1 Energy. Draw 2 cards.
GLOW,광채,Glow,regent,Common,E1,Skill,3.75,3.75,3.75,0.0,0.6,C,1,0,5.3,v3_table,True,-1.55,-1.55,-1.55,47,64,72,25,0.713,atomic_fixed|atomic_fixed+delay_next_turn,"Gain 1 Stars. Draw 1 card. Next turn, draw 1 card."
ACCURACY,정밀,Accuracy,silent,Uncommon,E1,Power,2.0,8.0,20.0,18.0,0.42,C,1,0,6.5,v3_table,True,-4.5,1.5,13.5,62,26,16,46,0.471,shiv_damage_aura,Shivs deal 4 additional damage.
BLADE_OF_INK,잉크 칼날,Blade of Ink,silent,Rare,E1,Skill,5.0,5.0,5.0,0.0,1.0,A,0,0,6.5,v3_table,True,-1.5,-1.5,-1.5,30,65,74,44,0.494,atomic_inky_shiv,Add 2 Inky Shivs into your Hand.
BLUR,흐릿함,Blur,silent,Uncommon,E1,Skill,5.0,8.0,13.0,8.0,0.637,C,1,0,6.5,v3_table,True,-1.5,1.5,6.5,31,27,35,8,0.908,atomic_fixed|retain_block_once,Gain 5 Block. Block is not removed at the start of your next turn.
BORROWED_TIME,연명,Borrowed Time,necrobinder,Uncommon,E1,Skill,0.0,5.0,7.5,7.5,0.62,C,1,0,6.5,v3_table,True,-6.5,-1.5,1.0,79,63,54,25,0.713,atomic_fixed|hand_cost_increase,Gain 4 Energy. Cards cost an additional 1 Energy this turn.
BURST,폭주,Burst,silent,Rare,E1,Skill,2.0,5.0,10.0,8.0,0.42,C,1,0,6.5,v3_table,True,-4.5,-1.5,3.5,63,66,47,19,0.782,next_card_replay,"This turn, your next Skill is played an extra time."
CAPACITOR,축전기,Capacitor,defect,Uncommon,E1,Power,5.0,5.0,5.0,0.0,0.72,B,0,0,6.5,v3_table,True,-1.5,-1.5,-1.5,38,61,72,34,0.609,atomic_orb_slot,Gain 2 Orb Slots.
CHARGE,돌격!!,CHARGE!!,regent,Uncommon,E1,Skill,5.0,8.0,11.0,6.0,0.42,C,1,0,6.5,v3_table,True,-1.5,1.5,4.5,38,25,33,13,0.851,transform_two_to_dive_bombs,Choose 2 cards in your Draw Pile to Transform into Minion Dive Bombs.
COLOSSUS,거상,Colossus,ironclad,Uncommon,E1,Skill,5.0,8.0,15.0,10.0,0.637,C,1,0,6.5,v3_table,True,-1.5,1.5,8.5,33,35,36,3,0.965,atomic_fixed|percent_damage_reduction,Gain 5 Block. You receive 50% less damage from Vulnerable enemies this turn.
CREATIVE_AI,창의적인 인공지능,Creative AI,defect,Rare,E3,Power,7.5,18.5,30.0,22.5,0.42,C,1,0,20.0,v3_table,True,-12.5,-1.5,10.0,17,3,11,14,0.839,atomic_random_power_card+recurring_turns,"At the start of your turn, add a random Power into your Hand."
FISTICUFFS,주먹다짐,Fisticuffs,colorless,Uncommon,E1,Attack,5.3,8.3,12.5,7.2,0.665,C,1,0,6.8,v3_table,True,-1.5,1.5,5.7,23,18,27,9,0.857,atomic_fixed|equal_to_quantity,Deal 7 damage. Gain Block equal to damage dealt.
FOREGONE_CONCLUSION,필연적인 결과,Foregone Conclusion,regent,Rare,E1,Skill,5.0,5.0,5.0,0.0,0.72,B,0,0,6.5,v3_table,True,-1.5,-1.5,-1.5,39,55,68,29,0.667,tutor_to_hand,"Next turn, put 2 cards from your Draw Pile into your Hand."
GENETIC_ALGORITHM,유전 알고리즘,Genetic Algorithm,defect,Rare,E1,Skill,1.4,5.0,12.2,10.8,0.513,C,1,0,6.5,v3_table,True,-5.1,-1.5,5.7,77,63,42,35,0.598,atomic_fixed|keyword_exhaust|permanent_block_growth,Gain 1 Block. Permanently increase this card's Block by 3.
KINGLY_PUNCH,왕의 주먹,Kingly Punch,regent,Uncommon,E1,Attack,6.0,8.0,10.0,4.0,0.71,B,1,0,6.5,v3_table,True,-0.5,1.5,3.5,21,28,37,16,0.816,atomic_fixed|self_damage_growth_on_draw,"Deal 8 damage. Whenever you draw this card, increase its damage by 4 this combat."
MIRAGE,신기루,Mirage,silent,Uncommon,E1,Skill,2.0,8.0,17.0,15.0,0.45,C,1,0,6.5,v3_table,True,-4.5,1.5,10.5,65,29,22,43,0.506,equal_to_quantity|keyword_exhaust,Gain Block equal to Poison on ALL enemies.
MONOLOGUE,독백,Monologue,regent,Uncommon,E0,Skill,0.8,2.8,14.4,13.6,0.72,C,0,0,4.3,v3_table,True,-3.5,-1.5,10.1,78,74,26,52,0.402,atomic_temporary_stat+event_triggers,"Whenever you play a card this turn, gain 1 Strength this turn."
ONE_TWO_PUNCH,원투 펀치,One-Two Punch,ironclad,Rare,E1,Skill,2.0,5.0,10.0,8.0,0.42,C,1,0,6.5,v3_table,True,-4.5,-1.5,3.5,71,67,49,22,0.744,next_card_replay,"This turn, your next Attack is played an extra time."
POUNCE,덮치기,Pounce,silent,Uncommon,E2,Attack,9.5,9.5,9.5,0.0,0.926,A,0,0,11.0,v3_table,True,-1.5,-1.5,-1.5,6,18,49,43,0.506,atomic_fixed|next_card_free,Deal 14 damage. The next Skill you play costs 0 Energy.
SCAVENGE,포집,Scavenge,defect,Uncommon,E1,Skill,5.0,5.0,5.0,0.0,0.776,B,0,0,6.5,v3_table,True,-1.5,-1.5,-1.5,39,65,73,34,0.609,atomic_fixed+delay_next_turn|atomic_selected_exhaust,"Exhaust a card. Next turn, gain 2 Energy."
SEVERANCE,분리,Severance,necrobinder,Uncommon,E2,Attack,9.5,9.5,9.5,0.0,0.912,A,0,0,11.0,v3_table,True,-1.5,-1.5,-1.5,10,24,46,36,0.586,atomic_fixed|atomic_three_souls,"Deal 13 damage. Add a Soul into your Draw Pile, Hand, and Discard Pile."
SNAKEBITE,뱀 물기,Snakebite,silent,Common,E2,Skill,7.5,7.5,7.5,0.0,0.981,A,0,0,9.0,v3_table,True,-1.5,-1.5,-1.5,10,33,56,46,0.471,atomic_fixed|keyword_retain,Apply 7 Poison.
SYNTHESIS,합성,Synthesis,defect,Uncommon,E2,Attack,9.5,9.5,9.5,0.0,0.926,A,0,0,11.0,v3_table,True,-1.5,-1.5,-1.5,11,29,48,37,0.575,atomic_fixed|next_card_free,Deal 14 damage. The next Power you play costs 0 Energy.
TAG_TEAM,태그 팀,Tag Team,colorless,Uncommon,E2,Attack,7.5,10.5,15.5,8.0,0.724,C,1,0,12.0,v3_table,True,-4.5,-1.5,3.5,11,14,18,7,0.889,atomic_fixed|next_card_replay,Deal 11 damage. The next Attack another player plays on the enemy is played an extra time.
UNRELENTING,무자비,Unrelenting,ironclad,Uncommon,E2,Attack,9.5,9.5,9.5,0.0,0.926,A,0,0,11.0,v3_table,True,-1.5,-1.5,-1.5,11,26,52,41,0.523,atomic_fixed|next_card_free,Deal 14 damage. The next Attack you play costs 0 Energy.
GLIMMER,희미한 빛,Glimmer,regent,Uncommon,E1,Skill,5.05,5.05,5.05,0.0,0.72,B,0,0,6.5,v3_table,True,-1.45,-1.45,-1.45,36,53,66,30,0.655,atomic_fixed|atomic_hand_to_topdeck,Draw 3 cards. Put 1 card from your Hand on top of your Draw Pile.
PROLONG,연장,Prolong,colorless,Uncommon,E0,Skill,0.44,2.84,6.2,5.76,0.482,C,1,0,4.25,v3_table,True,-3.81,-1.41,1.95,56,58,50,8,0.873,delay_next_turn+equal_to_quantity|keyword_exhaust,"Next turn, gain Block equal to your current Block."
ITERATION,순회,Iteration,defect,Uncommon,E1,Power,0.0,5.1,13.6,13.6,0.42,C,1,0,6.5,v3_table,True,-6.5,-1.4,7.1,86,60,39,47,0.46,status_draw_compensation,"The first time you draw a Status each turn, draw 2 cards."
SUMMON_FORTH,대령하라,Summon Forth,regent,Uncommon,E1,Skill,5.14,5.14,5.14,0.0,0.72,B,0,0,6.5,v3_table,True,-1.36,-1.36,-1.36,33,50,63,30,0.655,atomic_fixed|retrieve_sovereign_blade,Put Sovereign Blade into your Hand from anywhere. Forge 8.
STRANGLE,목 조르기,Strangle,silent,Uncommon,E1,Attack,5.1,7.85,23.8,18.7,0.849,C,0,0,6.5,v3_table,True,-1.4,1.35,17.3,27,31,14,17,0.805,atomic_fixed|atomic_hp_bypass+event_triggers,"Deal 8 damage. Whenever you play a card this turn, the enemy loses 2 HP."
THE_BOMB,폭탄,The Bomb,colorless,Uncommon,E2,Skill,13.312,13.312,13.312,0.0,1.0,A,0,0,12.0,v3_table,True,1.312,1.312,1.312,4,7,24,20,0.683,atomic_fixed+fixed_delay_n,"At the end of 3 turns, deal 40 damage to ALL enemies."
CALCULATED_GAMBLE,계산된 도박,Calculated Gamble,silent,Uncommon,E0,Skill,0.0,3.0,7.0,7.0,0.48,C,1,0,4.3,v3_table,True,-4.3,-1.3,2.7,80,78,57,23,0.736,hand_redraw_equal|keyword_exhaust,"Discard your Hand, then draw that many cards."
CONVERGENCE,수렴,Convergence,regent,Uncommon,E1,Skill,5.2,5.2,5.2,0.0,0.828,B,0,0,6.5,v3_table,True,-1.3,-1.3,-1.3,32,49,62,30,0.655,atomic_retain_hand|delayed_energy_and_stars,"Next turn, gain 1 Energy and 1 Stars. Retain your Hand this turn."
HAVOC,파괴,Havoc,ironclad,Common,E1,Skill,2.0,4.0,7.0,5.0,0.42,C,1,0,5.3,v3_table,True,-3.3,-1.3,1.7,70,79,59,20,0.767,auto_play_from_pile,Play the top card of your Draw Pile and Exhaust it.
LARGESSE,하사,Largesse,regent,Uncommon,E0,Skill,2.25,3.0,4.0,1.75,0.42,C,1,0,4.3,v3_table,True,-2.05,-1.3,-0.3,66,69,71,5,0.943,coop_random_colorless,Another player adds 1 random Colorless card to their Hand.
JACK_OF_ALL_TRADES,팔방미인,Jack of All Trades,colorless,Uncommon,E0,Skill,3.0,3.0,3.0,0.0,0.48,C,1,0,4.25,v3_table,True,-1.25,-1.25,-1.25,38,57,60,22,0.651,atomic_random_colorless_card|keyword_exhaust,Add 1 random Colorless card into your Hand.
SUNDER,찢기,Sunder,defect,Uncommon,E3,Attack,12.0,17.25,19.5,7.5,0.823,C,1,0,16.0,v3_table,True,-4.0,1.25,3.5,6,5,25,20,0.77,atomic_fixed|atomic_fixed+condition_probability,"Deal 24 damage. If this kills an enemy, gain 3 Energy."
UPROAR,난동,Uproar,defect,Common,E2,Attack,8.0,10.25,13.75,5.75,0.751,C,2,0,9.0,v3_table,True,-1.0,1.25,4.75,16,23,38,22,0.747,atomic_fixed|auto_play_from_pile|multi_hit_strength_synergy,Deal 6 damage twice. Play a random Attack from your Draw Pile.
PACTS_END,조약의 끝,Pact's End,ironclad,Rare,E0,Attack,0.0,7.735,11.05,11.05,0.72,C,0,0,6.5,v3_table,True,-6.5,1.235,4.55,84,38,47,46,0.465,atomic_fixed+condition_probability,"If you have 3 or more cards in your Exhaust Pile, deal 17 damage to ALL enemies."
PREDATOR,천적,Predator,silent,Common,E2,Attack,10.22,10.22,10.22,0.0,0.925,A,0,0,9.0,v3_table,True,1.22,1.22,1.22,4,13,46,42,0.517,atomic_fixed|atomic_fixed+delay_next_turn,"Deal 15 damage. Next turn, draw 2 cards."
BOOT_SEQUENCE,부팅 과정,Boot Sequence,defect,Uncommon,E0,Skill,5.5,5.5,5.5,0.0,0.944,A,0,0,4.3,v3_table,True,1.2,1.2,1.2,32,56,68,36,0.586,atomic_fixed|keyword_exhaust|keyword_innate,Gain 10 Block.
GANG_UP,집단 공격,Gang Up,colorless,Uncommon,E1,Attack,5.0,8.0,27.5,22.5,0.806,C,0,0,6.8,v3_table,True,-1.8,1.2,20.7,24,20,4,20,0.683,additional_damage_scaling|atomic_fixed,Deal 5 damage. Deals 5 additional damage for each time another player has attacked the enemy this turn.
MIND_BLAST,정신 공격,Mind Blast,colorless,Uncommon,E1,Attack,3.0,8.0,13.0,10.0,0.439,C,1,0,6.8,v3_table,True,-3.8,1.2,6.2,40,22,26,18,0.714,equal_to_quantity|keyword_innate,Deal damage equal to the number of cards in your Draw Pile.
PREPARED,예비,Prepared,silent,Common,E0,Skill,1.5,1.5,1.5,0.0,0.8,B,0,0,2.7,v3_table,True,-1.2,-1.2,-1.2,71,88,88,17,0.805,atomic_fixed,Draw 1 card. Discard 1 card.
STORM,폭풍,Storm,defect,Uncommon,E1,Power,2.2,7.7,39.6,37.4,0.42,C,1,0,6.5,v3_table,True,-4.3,1.2,33.1,67,37,5,62,0.287,atomic_fixed+event_triggers,"Whenever you play a Power, Channel 1 Lightning."
WISP,위습,Wisp,necrobinder,Common,E0,Skill,1.5,1.5,1.5,0.0,0.72,B,0,0,2.7,v3_table,True,-1.2,-1.2,-1.2,73,85,87,14,0.839,atomic_fixed|keyword_exhaust,Gain 1 Energy.
SEEKING_EDGE,날 세우기,Seeking Edge,regent,Rare,E1,Power,3.81,5.31,8.31,4.5,0.551,C,1,0,6.5,v3_table,True,-2.69,-1.19,1.81,46,48,47,2,0.977,atomic_fixed|blade_gain_aoe,Forge 7. Sovereign Blade now deals damage to ALL enemies.
COUNTDOWN,카운트다운,Countdown,necrobinder,Uncommon,E1,Power,2.187,5.395,8.748,6.561,0.42,C,1,0,6.5,v3_table,True,-4.313,-1.105,2.248,68,62,50,18,0.793,atomic_random_target_doom+recurring_turns,"At the start of your turn, apply 6 Doom to a random enemy."
ANTICIPATE,예측,Anticipate,silent,Common,E0,Skill,1.6,1.6,1.6,0.0,1.0,A,0,0,2.7,v3_table,True,-1.1,-1.1,-1.1,70,87,87,17,0.805,atomic_temporary_stat,Gain 2 Dexterity this turn.
BACKFLIP,공중제비,Backflip,silent,Common,E1,Skill,6.4,6.4,6.4,0.0,0.851,B,0,0,5.3,v3_table,True,1.1,1.1,1.1,15,43,62,47,0.46,atomic_fixed,Gain 5 Block. Draw 2 cards.
BOLAS,사냥돌,Bolas,colorless,Rare,E0,Attack,3.9,3.9,3.9,0.0,0.643,C,1,0,5.0,v3_table,True,-1.1,-1.1,-1.1,31,52,54,23,0.635,atomic_delayed_self_return|atomic_fixed,"Deal 3 damage. At the start of your next turn, return this to your Hand."
CRESCENT_SPEAR,초승달 창,Crescent Spear,regent,Common,E1+S1,Attack,3.0,4.2,12.0,9.0,0.783,C,1,0,5.3,energy_table_star_cost_separated,True,-2.3,-1.1,6.7,52,61,30,31,0.644,additional_damage_scaling|atomic_fixed|cost_star_spend,Deal 8 damage. Deals 2 additional damage for ALL your cards that have a 1 Stars cost.
NEUROSURGE,정신 폭주,Neurosurge,necrobinder,Rare,E0,Power,-1.1,5.4,9.4,10.5,0.619,C,1,0,6.5,v3_table,True,-7.6,-1.1,2.9,83,60,48,35,0.598,atomic_fixed|recurring_self_doom,"Gain 3 Energy. Draw 2 cards. At the start of your turn, apply 3 Doom to yourself."
NO_ESCAPE,도망칠 수 없다,No Escape,necrobinder,Uncommon,E1,Skill,2.7,5.4,9.45,6.75,0.42,C,1,0,6.5,v3_table,True,-3.8,-1.1,2.95,62,61,47,15,0.828,doom_threshold_scaling,"Apply 10 Doom, plus an additional 5 Doom for every 10 Doom already on this enemy."
STOKE,화력 증폭,Stoke,ironclad,Rare,E1,Skill,1.0,7.6,35.0,34.0,0.42,C,2,0,6.5,v3_table,True,-5.5,1.1,28.5,78,39,5,73,0.151,atomic_exhaust_hand|atomic_random_card_card+scaling_count,Exhaust your Hand. Add 1 random card into your Hand for each card Exhausted.
THRUMMING_HATCHET,고동치는 도끼,Thrumming Hatchet,colorless,Uncommon,E1,Attack,7.9,7.9,7.9,0.0,0.824,B,1,0,6.8,v3_table,True,1.1,1.1,1.1,9,24,39,30,0.524,atomic_delayed_self_return|atomic_fixed,"Deal 11 damage. At the start of your next turn, return this to your Hand."
FLECHETTES,프레췌,Flechettes,silent,Uncommon,E1,Attack,2.5,5.5,25.0,22.5,0.72,C,0,0,6.5,v3_table,True,-4.0,-1.0,18.5,56,59,11,48,0.448,atomic_fixed+scaling_count,Deal 5 damage for each Skill in your Hand.
GATHER_LIGHT,빛 거두기,Gather Light,regent,Common,E1,Skill,6.3,6.3,6.3,0.0,0.862,B,1,0,5.3,v3_table,True,1.0,1.0,1.0,20,35,52,32,0.632,atomic_fixed,Gain 8 Block. Gain 1 Stars.
GLACIER,빙하,Glacier,defect,Uncommon,E2,Skill,10.0,10.0,10.0,0.0,0.821,B,0,0,11.0,v3_table,True,-1.0,-1.0,-1.0,9,25,46,37,0.575,atomic_fixed,Gain 6 Block. Channel 2 Frost.
MIMIC,흉내내기,Mimic,colorless,Rare,E1,Skill,2.0,8.0,17.0,15.0,0.45,C,1,0,9.0,v3_table,True,-7.0,-1.0,8.0,47,21,16,31,0.508,equal_to_quantity|keyword_exhaust,Gain Block equal to the Block on another player.
